id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes
cross_model_human-51ded6345e9a9e8a,"THANKS Dear Friend, I am Mrs Catherine Schole, Auditing Assistant in a Bank here in londonwith branches all over europe. I have urgent and very confidentialbusiness proposition for you. In my department, I discovered an abandoned sum of $6.2 million usdollars (six million two hundred thousand united state dollars) in anaccount that belongs to one of our foreign customers an Americanwho unfortunately lost his life in the plane crash of Alaska AirlinesFlight 261 which crashed on January 31 2000, including his wife andonly daughter.Visiting site at: hxxp://www[.]cnn[.]com/2000/US/02/01/alaska[.]airlines[.]list/ Unfortunately I learnt that his supposed next of kin being his only Daughter died along with him in the plane crash leaving nobody with the Knowledge of this fund behind for the claim. This sum of US$6,200,000.00 is still sitting in our branch bankand the interest is being rolled over with the principal sum at the end of each year. According to Laws of the bank, at the expiration of 5 (five)years, the money will revert to the ownership of the Governmentif nobody applies to claim the fund. Consequently, i will like you as a foreigner to stand in as the next of kin . I need your full name and address for the attorney to prepare the necessary documents and affidavits that will put you in place as the next of kin. The money will be paid into your account for us to share in the ratio of 70% for me and 30% for you. Awaiting your urgent reply via my personal email: [EMAIL] Phone number [PHONE] Thanks and regards, Mrs Catherine Schole. Thanks! Visit MSN Holiday Challenge for your chance to win up to $50,000 in Holiday cash from MSN today!",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account,,call_phone,contact_request,TRUE,hxxp://www[.]cnn[.]com/2000/US/02/01/alaska[.]airlines[.]list/,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.939651916,phishing,click_link,generic_bank_alert,"discover, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-a8f87b65d78c930d,"[EMAIL] PayPal Secure Dear Client, It looks like someone else may have access to your account. So we've temporaily locked it to keep your personal informations in safe. To unlock your account, you may need pass a secourity check to confirm that you're the ccount belongs to you/to confirm that you're the account holder. Note that attempting to access someone else's is a violation of paypal's terms. it may also be illegal. You can restore your account by clicking on the link below : Click Here | Help | Contact | Fees | Security | Apps | Shop | Ebay | Secure If you need help or have any questions, call us at [PHONE], 7:00 WIB to 21:00 WIB from Monday to Friday, 8:00 WIB to 17:00 WIB from Saturday to Sunday",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,account|security|locked|PayPal,PayPal,verify_account,account_verification,FALSE,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.804804269,phishing,click_link,account_locked,paypal,no,brand_or_payment_mention;,,,,,
cross_model_human-2be88f7463d355a7,"Your Prepaid Visa This Card is issued by Four Oaks Bank & Trust Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. Keep your Money safe - No more need for Money Orders or walking around with cash in your Pocket. ______________________________________________________ To stop receiving emails, click here",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|card,,unknown,unknown,FALSE,,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.669974106,phishing,click_link,generic_bank_alert,bank,no,brand_or_payment_mention;,,,,,
cross_model_human-452df9fa3ed8a5a0,"assistance ATTN: PRESIDENT/CEO. DEAR SIR/MADAM, I am Mr. GABRIEL MEDEI, Bank Manager {Hillbrow Branch} of Amalgamated Bank Of South Africa {ABSA}. I got your email contact, in my search for a trusted partner, who will assist me with this confidential business proposal. Mr. Stev Jam made a numbered times (Fixed) deposited for twelve calendar months, valued at US$25,000.00 (twethy- five Million US Dollars) in my branch. Upon maturity, I sent a routine notification to his forwarding address but got no reply. After a month, we sent a reminder and finally we discovered from his contract employers, National Mining Corporation that Mr. Stev Jam died from an auto accident. On further investigation, I found out that he did not leave a WILL and all attempts to trace his next of kin were fruitless. I therefore made further investigation and discovered that Mr. Stev Jam did not declare any next of kin in all his official documents, including his Bank Deposit paperwork. This sum of US$25 M is still sitting in the Bank and the interest is being rolled over with the principal sum at every end of each year. No one has come forward to claim it. According to the South African Law, at the expiration of 6{Six} years, the money will devert to the ownership of the South African Government ,if nobody applies to claim the funds. Consequently, my proposal is that I will like you as a foreigner to stand in as the next of kin to Mr. Stev Jam so that the fruits of this old man's labor will not get into the hands of some corrupt government officials. ; This is simple ( 1) I shall employ the services of an attorney for drafting and obtaining the necessary documents and letter of probate/administration in your favor for the transfer. (2) A bank account in any part of the world, which you provide, will then facilitate the transfer of this money to you as the beneficiary/next of kin of Mr. Stev Jam. The money will be paid into your account for us to share in the ratio of 60% for me and 35%[US$8,750,000:00 DOLLARS] for you then 5% will be set aside for any expenses that may occur during the transfer process. There is no risk at all as the attorney and my position will do all the paperwork for this transaction as the Branch Manager guarantees the successful execution of this transaction. If you are interested, please reply immediately via my email address. Upon your response shall then provide you with more details for the successful accomplishment of this transaction. Please observe utmost confidentiality, and be rest assured that this transaction would be most profitable for both of us because I shall require your assistance to invest my share in your country. Awaiting your urgent reply Thanks and regards Mr. GABRIEL MEDEI",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|transaction|transfer|deposit,,transfer_money,financial_transfer,FALSE,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.942160701,phishing,reply_with_code,invoice_or_payment,"discover, bank",no,brand_or_payment_mention;,,,,,
cross_model_human-686f95fc64cd343d,"Account Removal Notification jose, An account removal request has been sent on your email [EMAIL] for breaking monkey.org ToS. Kindly click below to stop this process or your account will be suspended in 24hours . Stop Account Removal Sincerely, Powered by monkey.org Account Team.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,account|suspended,,unknown,unknown,FALSE,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.933437344,phishing,click_link,generic_bank_alert,,yes,url_like_pattern;,,,,,
cross_model_human-c9a689076ffe62d5,"*100s of titles by Mlcrosoft5,AdobeV+More, DownIoad N0W at KevinSoft All Titles 0n Speclal on Apr 19 01:00:00 MSK 2007 MlCR0S0FT 0ffice 2OO7 79$ MlCR0S0FT Vlsta Business 79$ AD0BE Acrobat 8 PR0 79$ Wind0ws XP PR0 +SP2 49$ AD0BE Premiere 2.O 59$ Macromedia Studio 8 99$ 0ffice2OO3 w/Contact Mgr 69$ Quickbooks 2OO6 Premier 69$ MlCR0S0FT Money 2OO7 39$ AD0BE Photoshop CS2 9.O 69$ Autodesk Autocad 2OO7 129$ Corel Grafix Suite X3 59$ AD0BE Creative Suite CS2 149$ AD0BE Illustrator CS2 59$ MlCR0S0FT Office XP PR0 49$ Macromedia Dreamweaver 8 49$ McAfee Internet Sec. 7 29$ Norton Antivirus Corp. 29$ Mac software 49$ hxxp://bb[.]ektroem[.]com/?ZvbuF75952 [PHONE]. run on the device. The third item, dialup, is the default terminal can optimise it's operations (like head positioning) based on it's own set speed 19200 is the final way out of disaster and almost the same as hitting the Data transfer rate is XXX for the Parallel Port'' gives details. The boot message identifier for this drive is ""DEC TZ87 (C) DEC 9206"" Tapes should be retired from use after 5,000 backups. There is nothing that stops you from using differential stuff with 8. System maintenance and operation commands Finland ACD-2320 was disabled. I used the 'free configurable' option in the FreeBSD BUILT-[PHONE] (GR386) #0: Sat Apr 29 17:50:09 SAT 1995 o SLIP user's login ID controller and drive documentation to see if things match. settings that are stored in the non-volatile RAM. To see the true controller ahb0 at isa? bio irq 11 vector ahbintr 0xd2 read - supplied ``install.bat'' batch file or you can make a boot floppy with is a 34 pin flat cable edge connector that carries the command and lacking anyone to actually do the work. BSDI has also donated their 4.2.1. Why have a Ports Collection? generated from SGML input files. Creating backups of these HTML files manager. Kerberos realm. In this case the realm will be GRONDAR.ZA and the",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,transfer|login,,unknown,unknown,TRUE,hxxp://bb[.]ektroem[.]com/?ZvbuF75952,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.841002769,phishing,click_link,payment_failed,,yes,url_like_pattern;,,,,,
cross_model_human-98a4c1e7eeb249a9,"ACCOUNT VERIFICATION FOR YOUR MAILBOX [EMAIL] Customer ID: 4388901 Email Verification VERIFY YOUR EMAIL ACCOUNT YOUR DOMAIN: monkey.org YOUR EMAIL ID: [EMAIL] Mailbox STATUS: Pending Emails not delivered, Verification needed. Verify Your Mailbox Why verify your account? Verifying your account means you enjoy an uninterrupted service with monkey.org . Help us confirm you are human, so we can verify you for renewals, important information, and security checks.NOTE: Emails will be deleted automatically after 12 days by our admin",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,account|security|verify,,verify_account,account_verification,FALSE,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.97685793,phishing,verify_account,security_update,,yes,url_like_pattern;,,,,,
cross_model_human-b19ba47ebf9bb7d8,"ASSALAM-U-ALAIKUM REPLY URGENT Mr ABDUL MUSAThe Manager of Audit & Accountancy Dept.African Development Bank/ADB.Ouagadougou, Burkina-Faso. ( READ CAREFULLY AND KEEP SECRET) Greeting, and how are you doing?I hope fine.Please let this my message do not be a surprise to you because i got your information and lay trust in you before i contacted you.I am the MANAGER OF AUDIT & ACCOUNTANCY DEPARTMENT of our bank and i decided to contact you over this financial transaction worth the sum of TWENTY TWO MILLION,THREE HUNDRED THOUSAND UNITED STATES DOLLARS ($22,300,000.00).This is an abandoned fund that belongs to the one of our bank foreign customers who died along with his completely family on in a plane crash disaster. I was very fortune to came acroos the deceased file when i was arranging the old and abandoned customers files of in other to submit to the bank managements accordingly for documentation purposes.It is clearly stated in our BANKING FOREIGN POLICY and signed lawfully that if such fund remains unclaimed by the NEXT OF KIN till the period of SIX(6) years starting from the date when the beneficiary died, the money will be transferred into the BANK TREASURY as an unclaimed fund.Besides,it is not authorized by the law guiding our bank for a citizen of BURKINA FASO to make the claim of the fund. So the request of you as a foreigner is necessary to apply for the claim and transfer of the fund smoothly into your reliable bank account as the NEXT OF KIN to the deceased.When the fund is transferred into your account,FOURTY PERCENT(40%) will be for you in an assistance and in provision of the bank account,while SIXTY PERCENT (60%) will be for me. If you are really sure of your integerity, trustworthy and confidentiality,reply with your contact necessary for the transfer and call me as you so that i will let you know the steps to follow in order to finalize this transaction immediately.I will be waiting for your urgent reply. My regards to you and your family,Mr.ABDUL MUSA. _________________________________________________________________ Découvrez le blog Messenger Séries TV : infos, scoops, interviews et photos ! hxxp://blog-series-tv[.]spaces[.]live[.]com/",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|transaction|transfer,,call_phone,contact_request,TRUE,hxxp://blog-series-tv[.]spaces[.]live[.]com/,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.9478335,phishing,call_number,invoice_or_payment,"citi, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-cc9130edc4ffdfab,"Urgent& Confidential DEAR I AM MRS SUSSY ANDER KOLINGBA I SUBMITE MY LIFE TO YOU TACKLING OUR IMMEDIATELY PORBLEM IAM THE WIFE OF FORMER MILITARY HEAD OF STATE IN THE CENTERAL AFRICAN REPUBLIC,GENERAL ANDER KOLINGBA THE LEADER OF THE FAILED COUP IN CENTRAL AFRICAN,AM UNDER HIDING WITH MY SON PATRCIE WHICH I DONT WANT ENYBODY TO KNOW MY WAY ABOUT BEACUSE OF THE RENENT INDISCRIMINIATE ARREST OF TOP MILITARY OFFICERS,MOSTLY FOR MY HUSBAND TRIBE WHICH WAS WIDELY REGARDED AS ANETHNIC VENDTA IN THE CENTRAL AFRICAN RUPEBLIC AND ON THE WORLD SERVICE,OF THAT MY FUTHER STAYING IN THE COUNTRY WHICH WILL NO LONGER SAVE,BEFORE THE COUP OF MY HUSBAND WERE IN WAST AFRICAN IVORY COAST,HE DEPOSITED (65)MILLION US DOLLARS IN GENERAL TRUST SUSPENSE ACCOUNT ON OUR BEHALF.NOW I WANT YOU TO ACT AS MY FORIEGN PARTANR WHOM WILL PROVIDE ACCOUNT TO TRASACFER THIS FOUND INTO YOUR BANK ACCOUNT IN YOUR COUNTRY TO BEE SAFE BECAUSE OF THE NEW GOVERMENT OF OUR COUNTRY IT IS ONLY OPPORTUNIG LEFT FOR ME TO TAKE CARE OF MY NOLY SON BEHIND BY MY HUSBAND AS CIRUMSTAMCES SURROUNDING HIS ARREST BY GOVERMENT TROOPS WAS NOT KNEW UP TILL NOW.DEAR I WILL SEND YOU ALL MY HUSBAND DOCUMENTS ESSURE IN THE BANK ON THE DAY OF DEPOSIT TO CONTACT THE BANK IMMEDTIATELY FOR CHANGING OF THE ONWERSHIP TRANSIFERING THE FUND INTO YOUR ACCOUNT,WE NEED YOUR FULL INFORMATION,here the informations. (1)YOU WILL ASSIST US TO GET YOUR COUNTRY VISA AFTER THE MONEY ARRIVE IN YOUR COUNTRY (2) YOU WILL ASSIST US TO BUY A GOOD ESTATE WHERE WE WILL INVESTE SOME OF THIS MONEY,AND ALSO GOOD COMPANY TO ESTERBELISH IN YOUR COUNTRY (3) YOU WILL ASSIST MY SON TO ADOULPT ADMISSION IN A GOOD UNIVERSITY OF HIGHER LEANING IN YOUR COUNTRY TO RESUME HIS EDUCATION AS SOON AS WE REACH THERE IN YOUR COUNTRY PLEASE(4)THE REMAIN BLANCE WILL BE USE AS YOU PLAN TO INVESTMENT FOR THE BETTERMENT YOURS.YOUR URGENT RESPOND NEEDED THANKS GOD BLESSED YOU . MRS SUSSY ANDER KOLINGBA ________________________________________ Crea la tshirt con il tuo nick! hxxp://www[.]mediasetshop[.]it/JumpyChat/",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|deposit,,reply,contact_request,TRUE,hxxp://www[.]mediasetshop[.]it/JumpyChat/,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.939668757,phishing,unknown,generic_bank_alert,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-5f6e8005986c9ecb,"1 NEW UPDATE: [[EMAIL]! Has been blacklisted] Hello [EMAIL] , This is to notify you that your e-mail address ([EMAIL]) has been blacklisted. For this reason, messages sent to your contacts will be marked as Spam and might be blocked. To remove your email ([EMAIL]) from blacklist, please click the link below To learn more about the blacklist electrnic e-mail security alert system, please click on this link hxxps://help[.]tune[.]com/hasoffers/blacklists-spam/ © Copyright 2016 Hello [EMAIL] , This is to notify you that your e-mail address ([EMAIL]) has been blacklisted. For this reason, messages sent to your contacts will be marked as Spam and might be blocked. To remove your email ([EMAIL]) from blacklist, please click the link below To learn more about the blacklist electrnic e-mail security alert system, please click on this link hxxps://help[.]tune[.]com/hasoffers/blacklists-spam/ © Copyright 2016",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,security,,click_link,link_navigation,TRUE,hxxps://help[.]tune[.]com/hasoffers/blacklists-spam/|hxxps://help[.]tune[.]com/hasoffers/blacklists-spam/,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.927721455,phishing,click_link,account_locked,,yes,url_like_pattern;,,,,,
cross_model_human-c78f2ce12651397e,"We Noticed Suspicious Activity - PayPal We Noticed Suspicious Activity Dear [EMAIL],We need your help resolving an issue with your account, Until you help us resolve this issue, We've temporarily limited what you can do with your account. What's goin on? We noticed some unusual activity on your PayPaI account and we're concerned about potential unauthorised account access. Confirm My Account Here's another way to remove limitation:1. Login Here to your PayPal account.2. Complete All steps to confirm your identity and your recent activity.3. Add or Confirm a Credit card. Sincerely,PayPaI Team Help | Security Centre © 2015 PayPaI Inc. All rights reserved. PayPaI is located at 2211 N. First St.,San Jose, CA 95131 You have received this mandatory email service announcement to update you about important changes to your PayPaI product or account.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,account|card|credit|security|suspicious|login|PayPal,PayPal,verify_account,account_verification,FALSE,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.949465381,phishing,enter_credentials,suspicious_activity,paypal,no,brand_or_payment_mention;,,,,,
cross_model_human-5d26236cd30cebbf,"American Express: Urgent message, Please read! E9fe5EdIF Dear Member, You have a new secure message regarding your card servies. Visit our secure server below to read hxxps://nofyerushalaim[.]com/americanexpress[.]com/communication/requiredLB5uEfjPEeTB0WvjKy2Ro7aPho86kOl2JjfaHKWoUhAbeYxmwFznyhxHRZObwbItrJscwJXS5GR0qtFc8pxTM31a7JgNuepAf2bH3pDEpE9gYEdNhklCskvyVdWuQIiTES0E9Iw4uTznsyVhOZO07XrCi9DWP4o1zaUOMJA3vmLK5EhqqHBGHO17IMoJw9UcGsj4UhKHqvP3XmddXIffFTacBm7IETfdHGhswSty2d8dl9CUuWhFV8oheqkEbblz65ajoqMMGYGVRXpODJLLCyvQRw0lZsgDjAtunFCqfJExNsRtgR0f6lAvdP2KkJtQ4oK0FJwqnVK6VkV7LAHBdToRjaiCtcLHriwxAr7racXtvUzpCC4GrHAGZhhVvDW3l4zzAvFULAf6s7NH6hWZTaVlRxNAuDPZMV0iXltOmaEKiMfMlF55qx9Q1Wwx0TVE37n0AneK1FYyweNXrxQ8vDRkJVKSZUq4DRS7df67WUiKE7WouIVMMKiNnyG53Vyc2SIc8EpeCbYSMbfpKFXlPULyGxC56Tw2ecvOTWUuKqgGHcsjQG2cx8iKyQNYQ1J23pEeAogyXQ Note: You are required to attend to this message result to termination of tyour card services. Thanks, American Express",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,card|American Express,American Express,unknown,unknown,TRUE,hxxps://nofyerushalaim[.]com/americanexpress[.]com/communication/requiredLB5uEfjPEeTB0WvjKy2Ro7aPho86kOl2JjfaHKWoUhAbeYxmwFznyhxHRZObwbItrJscwJXS5GR0qtFc8pxTM31a7JgNuepAf2bH3pDEpE9gYEdNhklCskvyVdWuQIiTES0E9Iw4uTznsyVhOZO07XrCi9DWP4o1zaUOMJA3vmLK5EhqqHBGHO17IMoJw9UcGsj4UhKHqvP3XmddXIffFTacBm7IETfdHGhswSty2d8dl9CUuWhFV8oheqkEbblz65ajoqMMGYGVRXpODJLLCyvQRw0lZsgDjAtunFCqfJExNsRtgR0f6lAvdP2KkJtQ4oK0FJwqnVK6VkV7LAHBdToRjaiCtcLHriwxAr7racXtvUzpCC4GrHAGZhhVvDW3l4zzAvFULAf6s7NH6hWZTaVlRxNAuDPZMV0iXltOmaEKiMfMlF55qx9Q1Wwx0TVE37n0AneK1FYyweNXrxQ8vDRkJVKSZUq4DRS7df67WUiKE7WouIVMMKiNnyG53Vyc2SIc8EpeCbYSMbfpKFXlPULyGxC56Tw2ecvOTWUuKqgGHcsjQG2cx8iKyQNYQ1J23pEeAogyXQ,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.800829771,phishing,click_link,security_update,american express,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-1fc0114c7b075504,"IMPORTANT DOCUMENT CONCERNING THE SAFETY OF YOUR ACCOUNT To ensure delivery to your inbox, please add [EMAIL] to your address book. Documents Online View Accounts | Privacy Promise | Contact Us USAA SECURITY ZONE Dear USAA MEMBER, You have an important new document on usaa.com concerning updating your full Account profile. Log on now to view your documents. If you don't want to receive this e-mail notification when your new documents are posted to usaa.com, you can change your preferences. View Your Documents Thank you, USAA Please do not reply to this e-mail. To send a secure message to USAA, please contact us. Privacy Promise USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288 USAA means United Services Automobile Association and its insurance, banking, investment and other companies. Banks Member FDIC. Investments provided by USAA Investment Management Company and USAA Financial Advisors Inc., both registered broker dealers. [PHONE] To ensure delivery to your inbox, please add [EMAIL] to your address book. Documents Online View Accounts | Privacy Promise | Contact Us USAA SECURITY ZONE Dear USAA MEMBER, You have an important new document on usaa.com concerning updating your full Account profile. Log on now to view your documents. If you don't want to receive this e-mail notification when your new documents are posted to usaa.com, you can change your preferences. View Your Documents Thank you, USAA Please do not reply to this e-mail. To send a secure message to USAA, please contact us. Privacy Promise USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288 USAA means United Services Automobile Association and its insurance, banking, investment and other companies. Banks Member FDIC. Investments provided by USAA Investment Management Company and USAA Financial Advisors Inc., both registered broker dealers. [PHONE]",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,account|security,,reply,contact_request,FALSE,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.936672921,phishing,call_number,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-7f333f632161115c,"Unusual Activity Detected. Unusual Activity Detected We detected something unusual about a recent activity to your email account. To help keep you safe, we required an extra security challenge, You will need to verify your email account below to confirm that the recent activity was yours and to regain access and enjoy our unlimited service. Failure to verify will lead to permanent suspension of your account Verify Now What happened? Using a shared computer to access your account. Logging in your account from blacklisted IP. Not logging off your account after usage. Thanks for using your account to bring the people who matter most together in one place. You can change your connection settings anytime and find more ways to connect. Regards, monkey.org",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,account|security|verify,,verify_account,account_verification,FALSE,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.946853447,phishing,verify_account,suspicious_activity,,yes,url_like_pattern;,,,,,
cross_model_human-1d63f7327fc2f0b8,"From Michael Jones (Contact Me Back If Interested) Dear Friend, I am Michael Jones; I was the credit manager of the SABANCI BANK LIMITED U.K. I have a proposal about a fixed deposit in the bank. Please contact me through email if you are interested. Thank you. Regards, Michael Jones.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|credit|deposit,,unknown,unknown,FALSE,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.723671005,phishing,unknown,generic_bank_alert,bank,no,brand_or_payment_mention;,,,,,
cross_model_human-b3569f70d26445d0,"We are accepting your application Thank you for your loan request, which we recieved yesterday, your refinance application has been accepted Good Credit or Not, We are ready to give you a $366,000 loan, after further review, our lenders have established the lowest monthly payments. Approval process will take only 1 minute. Please visit the confirmation link below and fill-out our short 30 second Secure Web-Form. hxxp://erorkkcereadyok[.]com/",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,credit,,click_link,link_navigation,TRUE,hxxp://erorkkcereadyok[.]com/,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.882589294,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,
cross_model_human-73054e37172c1aca,"I AWAIT YOUR RESPONSE !! GREETINGS,I am Mr Samuel Sedan the manager of Auditing and Accounting departmentof a prime bank in Africa. In my department, i discovered an abandonedsum of US$36 Million dollars (thirty six million dollars) in an accountthat belongs to one of our foreign customers(John Shumejda) who died ina plan crash on 4 January 2002. You can view this CNN site for moredetails.hxxp://edition[.]cnn[.]com/2002/WORLD/europe/01/04/england[.]plane/I need a reliable someone with a foreign account to be able to receivethis money, even an empty account can serve to claim this money. Shouldyou be willing to complete thistransaction, send to me your privatetelephone number for easy and effective communication and location. Assoon as the transfer is concluded you are entitled to 25% of the totalfund.Upon receipt of your reply, I will give you more details on thistransactiontrusting to hear from youYours Faithfully,Mr Samuel Sedan _______________________________________________ No banners. No pop-ups. No kidding. Make My Way your home on the Web - hxxp://www[.]myway[.]com",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|transfer,,reply,contact_request,TRUE,hxxp://edition[.]cnn[.]com/2002/WORLD/europe/01/04/england[.]plane/I|hxxp://www[.]myway[.]com,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.962580723,phishing,call_number,invoice_or_payment,"discover, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-108fa86c81d61f8b,"Foreign debit notification Dear customer Your card has been used for an online payment in the totalamount of R6,092.71 at ""Shezan Limited"" Because thistransaction was conducted from pakistan, we declined the transaction and temporarily deactivated your card. To reactivate your card please login hereand complete theStandard Banksecurity measures. No matter where you are, our fraud systems will monitor your account for suspicious and unauthorized transactions. Please keep your contact information up-to-date in the My Profile section of Online Banking in case we need to reach you. Regards Elite Banking Team Copyright Standard Bank. All rights reserved.Standard Bank of South Africa Limited (Reg. No. 1962/000738/06). Authorised financial services provider. Registered credit provider (NCRCP15).Disclaimer and confidentiality note:Everything in this email and any attachments relating to the official business of Standard Bank Group Limited is proprietary to the group.It is confidential, legally privileged and protected by law. Standard Bank does not own and endorse any other content.The person addressed in the email is the sole authorised recipient.Please n otify the sender immediately if it has unintentionally reached you and do not read disclose or use the content in any way.Standard Bank cannot assume that the integrity of this communication has been maintained nor that it is free of errors, virus, interception or interference.For ourprivacy policyor information about the Standard Bank group visit our website atwww[.]standardbank[.]co[.]za[.]",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|card|credit|debit|payment|transaction|fraud|suspicious|login,,click_link,link_navigation,TRUE,www[.]standardbank[.]co[.]za,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.873537157,phishing,click_link,suspicious_activity,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,
cross_model_human-e896b87da418a6d7,"Capitalone Bank Dear Capital One Customer. Your Capital One Internet Banking account has been temporary suspended. We require you to Unlock your account Unlock Access. Sincerely, Capital One Security Department www[.]capitalone[.]com Dear Capital One Customer.Your Capital One Internet Banking account has been temporary suspended. We require you to Unlock your account Unlock Access.Sincerely,Capital One Security Department www[.]capitalone[.]com",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,TRUE,bank|account|security|suspended|Capital One,Capital One,verify_account,account_verification,TRUE,www[.]capitalone[.]com|www[.]capitalone[.]com,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.818270077,phishing,unknown,security_update,"capital one, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,
