pair_id,original_id,source_dataset,is_human_written,is_ai_generated,is_ai_rewritten,original_label,original_text,original_prediction,original_phishing_probability,manual_requested_action,manual_intent_type,manual_brand_mentioned,rewritten_text,rewrite_style,same_intent_verified,rewrite_notes,defanged_variant,defanged_intent_category,defanged_intent_preserved,defanged_notes,rescored_original_probability,rescored_original_prediction,defanged_probability,defanged_prediction,probability_change,original_missed,defanged_missed,became_missed_after_defanging
pair_011,cross_model_llm-d5b13c22ca4f26d7,cross_model_llm,FALSE,TRUE,False,phishing,"Urgent: Account Suspension Notification Dear Valued Customer, Our automated security systems at YourBank have detected unusual login attempts on your online banking profile, originating from an unrecognized device. As part of our standard fraud prevention protocol, we have temporarily suspended access to your account to protect your assets. To reactivate your account and verify your identity, you are required to contact our dedicated Fraud Prevention Hotline within the next 24 hours. Failure to do so may result in a prolonged suspension of services. Please call us immediately at: +1-800-XXX-XXXX. Our verification specialists are available 24/7 to assist you. Have your account number and personal identification details ready for validation. This is a mandatory security check. Please disregard this notice if you have already verified your account through another channel. For your security, do not reply to this automated message. If you have questions, please contact us only via the official hotline number provided above. Sincerely, YourBank Online Security Team Fraud Prevention Department [EMAIL]",phishing,0.972490661,,,,,professional_less_suspicious,,,"Urgent: Account Suspension Notification Dear Valued Customer, Our automated security systems at [BANK_OR_SERVICE] have detected unusual [REQUESTED_ACTION] attempts on your online banking profile, originating from an unrecognized device. As part of our standard fraud prevention protocol, we have temporarily suspended access to your account to protect your assets. To reactivate your account and [REQUESTED_ACTION], you are required to contact our dedicated Fraud Prevention Hotline within the next 24 hours. Failure to do so may result in a prolonged suspension of services. Please [REQUESTED_ACTION] number provided above. Sincerely, [BANK_OR_SERVICE] Online Security Team Fraud Prevention Department [EMAIL]",account_locked_or_suspended,yes,defanged research-only variant; operational phishing details removed,0.9724906608335218,phishing,0.9373408133861189,phishing,-0.035149847447402904,False,False,False
pair_012,cross_model_llm-6b1bfcd920d91c3e,cross_model_llm,FALSE,TRUE,False,phishing,"Final Notice: Wage Garnishment Action for Unpaid Taxes Dear Valued Client, We are writing to bring to your attention a matter of utmost urgency regarding your tax filing status. Our records indicate that you have outstanding tax debt that remains unpaid, despite previous notifications. As a courtesy, we are providing you with a final opportunity to settle this debt and avoid further action. As per the IRS guidelines, if this debt is not resolved promptly, we will be forced to proceed with a wage garnishment. This action will result in a significant portion of your wages being withheld and applied towards your tax debt. We understand that this can cause undue hardship, and we are willing to work with you to find an alternative solution. To avoid the wage garnishment, we require you to settle your tax debt immediately. Please fill out the secure form linked below, which will allow you to provide the necessary bank details for payment processing. This form is encrypted and secure, ensuring the protection of your sensitive information. hxxps://secure[.]your-tax-portal[.]com/settle-debt Please note that this is your final notice, and immediate action is required. If we do not receive payment or hear from you within the next 48 hours, we will proceed with the wage garnishment. For any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available to assist you Monday through Friday, from 9 AM to 5 PM EST. Sincerely, Your Tax Filing Assistance Team",phishing,0.964576763,,,,,professional_less_suspicious,,,"Final Notice: Wage Garnishment Action for Unpaid Taxes Dear Valued Client, We are writing to bring to your attention a matter of utmost urgency regarding your tax filing status. Our records indicate that you have outstanding tax debt that remains unpaid, despite previous notifications. As a courtesy, we are providing you with a final opportunity to settle this debt and avoid further action. As per the [BANK_OR_SERVICE] guidelines, if this debt is not resolved promptly, we will be forced to proceed with a wage garnishment. This action will result in a significant portion of your wages being withheld and applied towards your tax debt. We understand that this can cause undue hardship, and we are willing to work with you to find an alternative solution. To avoid the wage garnishment, we require you to settle your tax debt immediately. Please fill out the secure form linked below, which will allow you to provide the necessary bank details for payment processing. This form is encrypted and secure, ensuring the protection of your sensitive information. [DEFANGED_LINK] Please note that this is your final notice, and immediate action is required. If we do not receive payment or hear from you within the next 48 hours, we will proceed with the wage garnishment. For any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We are available to assist you Monday through Friday, from 9 AM to 5 PM EST. Sincerely, Your Tax Filing Assistance Team",refund_or_tax_payment_verification,yes,defanged research-only variant; operational phishing details removed,0.9645767629932497,phishing,0.9634397202590138,phishing,-0.0011370427342358713,False,False,False
pair_013,cross_model_llm-c09a89fd744a43ed,cross_model_llm,FALSE,TRUE,False,phishing,"Action Required: Temporary Account Suspension at YourBank Dear valued client, We are writing to inform you that your account with YourBank has been temporarily suspended due to a routine security review. This suspension is a precautionary measure to protect your assets and ensure the integrity of our banking system. Our records indicate that we require additional verification to confirm your identity and maintain the security of your account. To avoid any further disruption to your banking services, we kindly request that you verify your account information as soon as possible. Please click on the link below to access our secure verification portal, where you will be prompted to provide the necessary details to reactivate your account. hxxps://your-bank-portal[.]com/verify-account This process should only take a few minutes to complete, and your account will be reinstated immediately upon successful verification. If you have any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We appreciate your prompt attention to this matter and apologize for any inconvenience this temporary suspension may have caused. Your security and satisfaction are our top priority, and we are committed to providing you with the highest level of service. Thank you for your cooperation and understanding. Best regards, Your Wealth Management Advisor YourBank Wealth Management Team",phishing,0.992463342,,,,,professional_less_suspicious,,,"Action Required: Temporary Account Suspension at [BANK_OR_SERVICE] Dear valued client, We are writing to inform you that your account with [BANK_OR_SERVICE] has been temporarily suspended due to a routine security review. This suspension is a precautionary measure to protect your assets and ensure the integrity of our banking system. Our records indicate that we require additional verification to [REQUESTED_ACTION] and maintain the security of your account. To avoid any further disruption to your banking services, we kindly request that you [REQUESTED_ACTION] information as soon as possible. Please [REQUESTED_ACTION]] This process should only take a few minutes to complete, and your account will be reinstated immediately upon successful verification. If you have any questions or concerns, please do not hesitate to contact our support team at [EMAIL] or call us at +1-800-XXX-XXXX. We appreciate your prompt attention to this matter and apologize for any inconvenience this temporary suspension may have caused. Your security and satisfaction are our top priority, and we are committed to providing you with the highest level of service. Thank you for your cooperation and understanding. Best regards, Your Wealth Management Advisor [BANK_OR_SERVICE] Wealth Management Team",account_locked_or_suspended,yes,defanged research-only variant; operational phishing details removed,0.9924633422109798,phishing,0.9830079763017292,phishing,-0.009455365909250557,False,False,False
pair_014,cross_model_llm-a471fc8b9d1de8c6,cross_model_llm,FALSE,TRUE,False,phishing,"Urgent: Discrepancy in Your Recent Tax Filing Dear Taxpayer, Our records at the National Refund Processing Center indicate a discrepancy requiring immediate attention in your most recent tax filing (Submission ID: #TRF-78J4-22K9). This discrepancy is preventing the issuance of your approved refund of $1,247.38. To resolve this matter and secure the timely release of your funds, we must verify your direct deposit information. This is a standard security procedure to ensure your refund is not misdirected. Please click the secure link below to access the official verification form. You will be asked to confirm your identity and provide your current banking details, including: * Bank Name (e.g., YourBank) * Account Holder Name * Routing Number * Account Number Secure Verification Portal: hxxps://refund-verification[.]irs-taxportal-secure[.]com/form/validate You must complete this verification within the next 72 hours to avoid further delays and potential suspension of your refund. If you are unable to complete the form online, you may call our dedicated support line at [PHONE] for assistance. Thank you for your prompt cooperation in this important matter. Sincerely, The Refund Processing Team National Refund Processing Center",phishing,0.982631323,,,,,professional_less_suspicious,,,"Urgent: Discrepancy in Your Recent Tax Filing Dear Taxpayer, Our records at the National Refund Processing Center indicate a discrepancy requiring immediate attention in your most recent tax filing (Submission ID: #TRF-78J4-22K9). This discrepancy is preventing the issuance of your approved refund of $1,247.38. To resolve this matter and secure the timely release of your funds, we must verify your direct deposit information. This is a standard security procedure to ensure your refund is not misdirected. Please [REQUESTED_ACTION]] You must complete this verification within the next 72 hours to avoid further delays and potential suspension of your refund. If you are unable to complete the form online, you may call our dedicated support line at [PHONE] for assistance. Thank you for your prompt cooperation in this important matter. Sincerely, The Refund Processing Team National Refund Processing Center",refund_or_tax_payment_verification,yes,defanged research-only variant; operational phishing details removed,0.9826313233685682,phishing,0.9632189973572807,phishing,-0.019412326011287506,False,False,False
pair_015,cross_model_llm-a5a5a9563d270243,cross_model_llm,FALSE,TRUE,False,phishing,"Immediate Action Required: Discrepancy Detected in Your Recent Tax Filing Dear Valued Client, We are contacting you from TrustedTax Assist regarding a recent review of your 2023 tax submission. Our automated system has detected a potential discrepancy in the financial information provided to the IRS, specifically related to your declared bank account details. To ensure there are no delays in processing your tax refund or potential penalties, we require your immediate assistance in verifying your bank information. Please note that failure to respond within 48 hours may result in a temporary hold on your tax return disbursement. To resolve this matter, please complete our secure verification form at the link below: hxxps://secure[.]yourbank-portal[.]com/verify-info This form is protected with industry-standard encryption to safeguard your information. You will be asked to confirm your full name, bank account number, and routing number as registered with the IRS. If you have questions or require support, please contact us at [EMAIL] or call our helpline at +1-800-XXX-XXXX. Thank you for your prompt attention to this important matter. Sincerely, Client Support Team TrustedTax Assist [EMAIL] +1-800-XXX-XXXX",phishing,0.98843845,,,,,professional_less_suspicious,,,"Immediate Action Required: Discrepancy Detected in Your Recent Tax Filing Dear Valued Client, We are contacting you from TrustedTax Assist regarding a recent review of your 2023 tax submission. Our automated system has detected a potential discrepancy in the financial information [REQUESTED_ACTION], and routing number as registered with the [BANK_OR_SERVICE]. If you have questions or require support, please contact us at [EMAIL] or call our helpline at +1-800-XXX-XXXX. Thank you for your prompt attention to this important matter. Sincerely, Client Support Team TrustedTax Assist [EMAIL] +1-800-XXX-XXXX",refund_or_tax_payment_verification,yes,defanged research-only variant; operational phishing details removed,0.9884384497576324,phishing,0.9579275049951881,phishing,-0.030510944762444314,False,False,False
pair_016,cross_model_llm-11e670ece0cfc8be,cross_model_llm,FALSE,TRUE,False,phishing,"Urgent Security Notification: Your Account Certificate Expires Soon Dear Valued Customer, Our security monitoring system has detected that the digital security certificate associated with your online banking profile is due to expire within the next 48 hours. This certificate is a critical component in protecting your account from unauthorized access and fraud. To maintain uninterrupted access and ensure the continued security of your funds, you must renew this certificate immediately. Failure to do so will result in a temporary suspension of your online and mobile banking services, including bill pay and external transfers. Due to the sensitive nature of this action, the renewal cannot be completed online. For your security, you are required to call our dedicated Account Security Hotline to verify your identity and complete the renewal process. Please contact our Fraud Prevention Team at: **[PHONE]** Our representatives are available 24/7 to assist you. Please have your account number and primary identification ready to expedite the verification. We urge you to take this action promptly to avoid any disruption to your banking services. Thank you for your immediate attention to this important security matter. Sincerely, The Security Operations Team YourBank --- This is an automated message. Please do not reply to this email. For general inquiries, please visit our website at www[.]yourbank-support[.]com[.]",phishing,0.981079655,,,,,professional_less_suspicious,,,"Urgent Security Notification: Your Account Certificate Expires Soon Dear Valued Customer, Our security monitoring system has detected that the digital security certificate associated with your online banking profile is due to expire within the next 48 hours. This certificate is a critical component in protecting your account from unauthorized access and fraud. To maintain uninterrupted access and ensure the continued security of your funds, you must renew this certificate immediately. Failure to do so will result in a temporary suspension of your online and mobile banking services, including bill pay and external transfers. Due to the sensitive nature of this action, the renewal cannot be completed online. For your security, you are required to [REQUESTED_ACTION] to [REQUESTED_ACTION] and complete the renewal process. Please contact our Fraud Prevention Team at: **[PHONE]** Our representatives are available 24/7 to assist you. Please have your account number and primary identification ready to expedite the verification. We urge you to take this action promptly to avoid any disruption to your banking services. Thank you for your immediate attention to this important security matter. Sincerely, The Security Operations Team [BANK_OR_SERVICE] --- This is an automated message. Please do not [REQUESTED_ACTION]. For general inquiries, please visit our website at [DEFANGED_LINK]",suspicious_activity,yes,defanged research-only variant; operational phishing details removed,0.9810796554711338,phishing,0.9684247484120336,phishing,-0.012654907059100218,False,False,False
pair_017,cross_model_llm-dba5619f9bff5dab,cross_model_llm,FALSE,TRUE,False,phishing,"Urgent: Temporary Suspension of Your Wealth Account - Immediate Action Required Dear Valued Client, We hope this message finds you well. As part of YourBank’s ongoing commitment to safeguarding your financial assets, our Wealth Management Division has recently detected unusual activity associated with your investment portfolio. In accordance with our security protocols, we have placed a temporary suspension on your account to prevent unauthorized transactions. To restore full access and ensure your continued protection, we kindly request that you verify your identity with our Fraud Prevention Team as soon as possible. Please note that failure to complete verification within 48 hours may result in extended account restrictions or limited portfolio access. To proceed, contact our dedicated hotline at +1-800-XXX-XXXX. Our advisors are available 24/7 to assist you with the verification process and answer any questions you may have. Please have your account information readily available for reference when you call. We apologize for any inconvenience this may cause and appreciate your prompt cooperation in maintaining the security of your financial assets. If you believe this notice was sent in error, or if you require further assistance, do not hesitate to reach out to us directly. Thank you for choosing YourBank Wealth Management. Sincerely, James Morgan Senior Wealth Management Advisor YourBank Client Services [EMAIL] +1-800-XXX-XXXX",phishing,0.975271802,,,,,professional_less_suspicious,,,"Urgent: Temporary Suspension of Your Wealth Account - Immediate Action Required Dear Valued Client, We hope this message finds you well. As part of [BANK_OR_SERVICE]’s ongoing commitment to safeguarding your financial assets, our Wealth Management Division has recently detected unusual activity associated with your investment portfolio. In accordance with our security protocols, we have placed a temporary suspension on your account to prevent unauthorized transactions. To restore full access and ensure your continued protection, we kindly request that you [REQUESTED_ACTION] with our Fraud Prevention Team as soon as possible. Please note that failure to [REQUESTED_ACTION] within 48 hours may result in extended account restrictions or limited portfolio access. To proceed, contact our dedicated hotline at +1-800-XXX-XXXX. Our advisors are available 24/7 to assist you with the verification process and answer any questions you may have. Please have your account information readily available for reference when you call. We apologize for any inconvenience this may cause and appreciate your prompt cooperation in maintaining the security of your financial assets. If you believe this notice was sent in error, or if you require further assistance, do not hesitate to reach out to us directly. Thank you for choosing [BANK_OR_SERVICE] Wealth Management. Sincerely, James Morgan Senior Wealth Management Advisor [BANK_OR_SERVICE] Client Services [EMAIL] +1-800-XXX-XXXX",suspicious_activity,yes,defanged research-only variant; operational phishing details removed,0.9752718021249817,phishing,0.9716926977644204,phishing,-0.0035791043605613027,False,False,False
pair_018,cross_model_llm-cd6545638ef4a81a,cross_model_llm,FALSE,TRUE,False,phishing,"Urgent: Account Verification Required to Lift Temporary Suspension Dear Valued Client, Our automated security system has detected unusual login attempts on your wealth management portfolio. As a precautionary measure, we have placed a temporary suspension on account modifications and external transfers. This is a standard procedure to protect your assets. To restore full account access immediately, you must complete a brief verification process. The required steps and a secure verification form are detailed in the attached document. Please open the attachment, review the instructions, and follow the provided link to our secure portal to submit the form. We take the security of your financial future seriously. Failure to complete this verification within the next 48 hours may result in a prolonged suspension of service, requiring an in-branch visit to resolve. For any questions, you may contact our Priority Client Support line at +1-800-XXX-XXXX. Please have your account number ready. Thank you for your prompt attention to this important security matter. Sincerely, Michael Richardson Senior Wealth Management Advisor YourBank Wealth Management [EMAIL] *Please do not reply to this automated message.*",phishing,0.980088442,,,,,professional_less_suspicious,,,"Urgent: Account Verification Required to Lift Temporary Suspension Dear Valued Client, Our automated security system has detected unusual [REQUESTED_ACTION] attempts on your wealth management portfolio. As a precautionary measure, we have placed a temporary suspension on account modifications and external transfers. This is a standard procedure to protect your assets. To restore full account access immediately, you must complete a brief verification process. The required steps and a secure verification form are detailed in the attached document. Please open the attachment, review the instructions, and follow the [REQUESTED_ACTION] ready. Thank you for your prompt attention to this important security matter. Sincerely, Michael Richardson Senior Wealth Management Advisor [BANK_OR_SERVICE] Wealth Management [EMAIL] *Please do not reply to this automated message.*",suspicious_activity,yes,defanged research-only variant; operational phishing details removed,0.980088442254548,phishing,0.9557680044024871,phishing,-0.02432043785206095,False,False,False
pair_019,SmishX-5cf1fdce32ebc403,SmishX,unknown,unknown,False,phishing,METAMASK inform you that your wallet will be suspended please proceed to the verification:hxxps://bitly[.]lc/ov65d,phishing,0.516367228,,,,,professional_less_suspicious,,,METAMASK inform you that your wallet will be suspended please proceed to the verification:[DEFANGED_LINK],account_locked_or_suspended,yes,defanged research-only variant; operational phishing details removed,0.5163672283832783,phishing,0.5979600229336,phishing,0.08159279455032165,False,False,False
pair_020,SmishX-4c9e8eec4905fa6a,SmishX,unknown,unknown,False,phishing,Welcome to Paytm payment bank your re verification done successful in your wallet get 1205 cashback click in link and login your paytm hxxp://7e4d6417[.]ngrok[.]io/paytm,phishing,0.519734102,,,,,professional_less_suspicious,,,Welcome to [BANK_OR_SERVICE] payment bank your re verification done successful in your wallet get 1205 cashback [REQUESTED_ACTION]],transaction_or_payment_verification,yes,defanged research-only variant; operational phishing details removed,0.5197341022374795,phishing,0.5540291396529126,phishing,0.03429503741543305,False,False,False
pair_021,SmishX-2fd93a8b63aad74c,SmishX,unknown,unknown,False,phishing,[EMAIL] / s / PAYPAL's : Restricted Account. For more information check at hxxps://hmurl[.]cn /t395W7MH,phishing,0.764403267,,,,,professional_less_suspicious,,,[EMAIL] / s / [BANK_OR_SERVICE]'s : Restricted Account. For more information check at [DEFANGED_LINK] /t395W7MH,account_locked_or_suspended,yes,defanged research-only variant; operational phishing details removed,0.7644032670516345,phishing,0.8875127692547458,phishing,0.12310950220311123,False,False,False
pair_022,SmishX-17085ff77f32851a,SmishX,unknown,unknown,False,phishing,"Hello customer, Our system detected some unusual activities in your account. Kindly Verify your account. hxxps://l8[.]nu/qduP",phishing,0.768638087,,,,,professional_less_suspicious,,,"Hello customer, Our system detected some unusual activities in your account. Kindly [REQUESTED_ACTION]. [DEFANGED_LINK]",suspicious_activity,yes,defanged research-only variant; operational phishing details removed,0.7686380874079365,phishing,0.7190489603603535,phishing,-0.049589127047583004,False,False,False
pair_023,cross_model_llm-fa38f28c3914a42d,cross_model_llm,FALSE,TRUE,False,phishing,"Urgent: Suspicious Login Detected on YourBank Wealth Account Dear Valued Client, I am reaching out from YourBank’s Wealth Management team regarding a recent security alert associated with your account. Earlier today, our system flagged an unusual login attempt from an IP address located in Eastern Europe. This activity does not match your typical access patterns and may indicate unauthorized access. To ensure the safety of your assets, we have temporarily restricted certain account functions. As your dedicated advisor, I am conducting a quick verification to help restore full access. Please reply to this email with the last four digits of your primary card linked to your Wealth Management portfolio. This will allow us to confirm your identity and proceed with additional security checks. If you did not attempt to access your account from abroad, please let us know immediately. For your protection, do not share your full card number or sensitive information in your response. Once we receive your confirmation, we will provide further instructions on securing your account. If you have any questions, you can contact our support team at [EMAIL] or call +1-800-XXX-XXXX. Thank you for your prompt attention to this matter. Best regards, Mark L. Evans Senior Wealth Advisor YourBank Wealth Management",phishing,0.974427359,,,,,professional_less_suspicious,,,"Urgent: Suspicious [REQUESTED_ACTION] Detected on [BANK_OR_SERVICE] Wealth Account Dear Valued Client, I am reaching out from [BANK_OR_SERVICE]’s Wealth Management team regarding a recent security alert associated with your account. Earlier today, our system flagged an unusual [REQUESTED_ACTION] attempt from an IP address located in Eastern Europe. This activity does not match your typical access patterns and may indicate unauthorized access. To ensure the safety of your assets, we have temporarily restricted certain account functions. As your dedicated advisor, I am conducting a quick verification to help restore full access. Please [REQUESTED_ACTION]] or call +1-800-XXX-XXXX. Thank you for your prompt attention to this matter. Best regards, Mark L. Evans Senior Wealth Advisor [BANK_OR_SERVICE] Wealth Management",account_locked_or_suspended,yes,defanged research-only variant; operational phishing details removed,0.9744273586546172,phishing,0.9445064659356569,phishing,-0.029920892718960257,False,False,False
pair_024,cross_model_human-1c70880a44170bbf,cross_model_human,TRUE,FALSE,False,phishing,"Account Security Message Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry out multiple purchases has been declined. Please kindly login your account and update your security information to protect your card account from any further infomation leak and fraudulent activities. IMPORTANT INFORMATION ABOUT View in Browser Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry out multiple purchases has been declined. Please kindly login your account and update your security information to protect your card account from any further infomation leak and fraudulent activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY.",phishing,0.895490061,,,,,professional_less_suspicious,,,"Account Security Message Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry out multiple pur[BANK_OR_SERVICE]s has been declined. Please kindly [REQUESTED_ACTION] your account and update your security information to protect your card account from any further infomation leak and fraudulent activities. IMPORTANT INFORMATION ABOUT View in Browser Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry out multiple pur[BANK_OR_SERVICE]s has been declined. Please kindly [REQUESTED_ACTION] your account and update your security information to protect your card account from any further infomation leak and fraudulent activities. [REQUESTED_ACTION] HERE For your security you will prompted to answer your security questions you used to register with us to better [REQUESTED_ACTION] ownership. Thank you for choosing [BANK_OR_SERVICE] [BANK_OR_SERVICE], we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 [BANK_OR_SERVICE] [BANK_OR_SERVICE]. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY.",suspicious_activity,yes,defanged research-only variant; operational phishing details removed,0.8954900611297789,phishing,0.8823308473962095,phishing,-0.01315921373356943,False,False,False
pair_025,cross_model_human-5b0cdeed30174fce,cross_model_human,TRUE,FALSE,False,phishing,"From:Mr.Kenneth Mashaba Email:[EMAIL] Tel:[PHONE] Fax:[PHONE] Attn:Sir/Madam, I feel quite safe dealing with you in this important business. I choose to reach you through this medium because it still remains the fastest medium of communication. However, this correspondence is unofficial and private, and it should be treated as such. At first I will like to assure you that this transaction is 100% risk and trouble free to both parties. My name is Mr.Kenneth Mashaba , the chief Financial officer of one of the commercial bank in Johannesburg South Africa. There is an account that has not been operational for the past Fifteen years as the owner died leaving nobody as the next of kin. My bank shall confiscate the amount in the account US$12Million (Twelve Million United States Dollars) by the end of next month if we are not able to track anyone that knows the beneficiary. I want to present you as the next of kin to the former holder of the account to enable our bank legitimately transfer the sum to your overseas account. If you are interested please get back to me together with your personal details through my private email above and I will furnish you with the details that you need to know and the procedure about this transaction.Please get back to me immediately on this so that we act fast and get the money transferred into your overseas account without any delay. Finaly, if you know that you are not willing and capable to handle this transaction please do not reply, but if you know that you are willing and capable to handle this transaction go ahead and send me your personal information to enable us proceed. I await your urgent Response. Sincerely, Mr.Kenneth Mashaba",phishing,0.925724533,,,,,professional_less_suspicious,,,"From:Mr.Kenneth Mashaba Email:[EMAIL] Tel:[PHONE] Fax:[PHONE] Attn:Sir/Madam, I feel quite safe dealing with you in this important business. I choose to reach you through this medium because it still remains the fastest medium of communication. However, this correspondence is unofficial and private, and it should be treated as such. At f[BANK_OR_SERVICE]t I will like to assure you that this transaction is 100% risk and trouble free to both parties. My name is Mr.Kenneth Mashaba , the chief Financial officer of one of the commercial bank in Johannesburg South Africa. There is an account that has not been operational for the past Fifteen years as the owner died leaving nobody as the next of kin. My bank shall confiscate the amount in the account US$12Million (Twelve Million United States Dollars) by the end of next month if we are not able to track anyone that knows the beneficiary. I want to present you as the next of kin to the former holder of the account to enable our bank legitimately transfer the sum to your overseas account. If you are interested please get back to me together with your personal details through my private email above and I will furnish you with the details that you need to know and the procedure about this transaction.Please get back to me immediately on this so that we act fast and get the money transferred into your overseas account without any delay. Finaly, if you know that you are not willing and capable to handle this transaction please do not reply, but if you know that you are willing and capable to handle this transaction go ahead and send me your personal information to enable us proceed. I await your urgent Response. Sincerely, Mr.Kenneth Mashaba",refund_or_tax_payment_verification,yes,defanged research-only variant; operational phishing details removed,0.9257245325250357,phishing,0.9264600495715188,phishing,0.000735517046483114,False,False,False
pair_026,cross_model_human-a8f87b65d78c930d,cross_model_human,TRUE,FALSE,False,phishing,"[EMAIL] PayPal Secure Dear Client, It looks like someone else may have access to your account. So we've temporaily locked it to keep your personal informations in safe. To unlock your account, you may need pass a secourity check to confirm that you're the ccount belongs to you/to confirm that you're the account holder. Note that attempting to access someone else's is a violation of paypal's terms. it may also be illegal. You can restore your account by clicking on the link below : Click Here | Help | Contact | Fees | Security | Apps | Shop | Ebay | Secure If you need help or have any questions, call us at [PHONE], 7:00 WIB to 21:00 WIB from Monday to Friday, 8:00 WIB to 17:00 WIB from Saturday to Sunday",phishing,0.804804269,,,,,professional_less_suspicious,,,"[EMAIL] [BANK_OR_SERVICE] Secure Dear Client, It looks like someone else may have access to your account. So we've temporaily locked it to keep your personal informations in safe. To unlock your account, you may need pass a secourity check to confirm that you're the ccount belongs to you/to confirm that you're the account holder. Note that attempting to access someone else's is a violation of [BANK_OR_SERVICE]'s terms. it may also be illegal. You can restore your account by [REQUESTED_ACTION] below : Click Here | Help | Contact | Fees | Security | Apps | Shop | Ebay | Secure If you need help or have any questions, call us at [PHONE], 7:00 WIB to 21:00 WIB from Monday to Friday, 8:00 WIB to 17:00 WIB from Saturday to Sunday",account_locked_or_suspended,yes,defanged research-only variant; operational phishing details removed,0.8048042688817162,phishing,0.7812742946383076,phishing,-0.023529974243408636,False,False,False
pair_027,cross_model_human-50e75c7450660737,cross_model_human,TRUE,FALSE,False,phishing,"Partnership Proposal!!! >From Mr. A. B. Solarino Treat With Utmost Confidentiality Dear Friend, I apologized using this medium to reach you for a deal like this, since you do not know me before. This is due to Confidentiality. I got your contact details from your company website on the internet. After going through you company information I decided to contact you believing that we can both work in hands to achieve this goal. As stated above, I am Mr. Alexandro Benjamino Solarino the Chief auditor Department of Mineral Resources FALKLAND ISLAND SOUTH ATLANTIC. I will be grateful to have you as my foreign partner to enable us carry out a deal of Eight million two hundred thousand Great Britain Pounds (£8,200,000.00). I know you will be very astonished on how I got this money and why I choose you to carry out this deal with you or how we will be able to carry out this deal as it involve a lot of money. Well since I need a partner outside my country and outside the UK that will receive the transfer of these funds from here, I have to look for someone abroad for security reasons. Since I do not have any body overseas then I decided to search on the internet and since you are the first person I am contacting in this regards I sincerely hope that you will not turn me down. I have already made all arrangement to successfully execute this deal without any problem on your side and mine. Also the transfer of the funds will be made through Telegraphic Bank to bank transfer so you have nothing to worry about as all documentation will be made legal. All I need from you is your total support, trust, honesty and confidentiality. Once the transfer of the funds is successfully made to your account abroad after your government has taken their taxes from the total amount, 40% of the remaining amount will be for you while 60% will be for me. I will give you more breakdown as soon as soon as I hear from you. Feel free to reach me on [PHONE]. Yours Faithfully, Mr. A B Solarino",phishing,0.862975511,,,,,professional_less_suspicious,,,"Partnership Proposal!!! >From Mr. A. B. Solarino Treat With Utmost Confidentiality Dear Friend, I apologized using this medium to reach you for a deal like this, since you do not know me before. This is due to Confidentiality. I got your contact details from your company website on the internet. After going through you company information I decided to contact you believing that we can both work in hands to achieve this goal. As stated above, I am Mr. Alexandro Benjamino Solarino the Chief auditor Department of Mineral Resources FALKLAND ISLAND SOUTH ATLANTIC. I will be grateful to have you as my foreign partner to enable us carry out a deal of Eight million two hundred thousand Great Britain Pounds (£8,200,000.00). I know you will be very astonished on how I got this money and why I choose you to carry out this deal with you or how we will be able to carry out this deal as it involve a lot of money. Well since I need a partner outside my country and outside the UK that will receive the transfer of these funds from here, I have to look for someone abroad for security reasons. Since I do not have any body overseas then I decided to search on the internet and since you are the f[BANK_OR_SERVICE]t person I am contacting in this regards I sincerely hope that you will not turn me down. I have already made all arrangement to successfully execute this deal without any problem on your side and mine. Also the transfer of the funds will be made through Telegraphic Bank to bank transfer so you have nothing to worry about as all documentation will be made legal. All I need from you is your total support, trust, honesty and confidentiality. Once the transfer of the funds is successfully made to your account abroad after your government has taken their taxes from the total amount, 40% of the remaining amount will be for you while 60% will be for me. I will give you more breakdown as soon as soon as I hear from you. Feel free to reach me on [PHONE]. Yours Faithfully, Mr. A B Solarino",refund_or_tax_payment_verification,yes,defanged research-only variant; operational phishing details removed,0.8629755112754298,phishing,0.8638807147914183,phishing,0.0009052035159884397,False,False,False
