id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes,strict_banking_related,strict_review_reason
cross_model_human-4091c54e39e5d4ca,"Alert! Dear User, This is to inform you that on 22 February 2016, we updated our webmail display framework with the all new Display and Network EPM. We’ve temporarily limited what you can do with your email account as you are still using the old server. Update your email to gain full access to all the newly improved email features. Click on the link below to initiate the update process: hxxp://systemuqdatepanelpad0011[.]s0host[.]net/BE3/ITupdate_10_28_2015_en_US[.]ISO88591WebMailSupport[.]htm This is an automated email – Please do not reply. This mailbox is not monitored and you will not receive a response. -------------------------- ©Admin Support.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account,,click_link,link_navigation,True,hxxp://systemuqdatepanelpad0011[.]s0host[.]net/BE3/ITupdate_10_28_2015_en_US[.]ISO88591WebMailSupport[.]htm,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.944124621,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_human-15656def2c4e312f,"=?UTF-8?B?4pyIIFRyYWNrIFlvdXIgU2hpcG1lbnQgLSBGZWRFeA==?= Enter your tracking number to track and pay Dear Customer, Your package has been returned to the FedEx office.The reason for the return is - payment of shipping costs. the landed cost of your shipment is not paid yet so you will be charged to pay handling cost 04.5 USD You have a period of 72 hours to recover your package, otherwise it will be returned to the sender. Enter your tracking number to track and payTracking Numbers : [PHONE] djdj Click here to view the status of your order fedex.com/apps/fedextrack/?action=track Thank You for understanding best regards",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,payment,,unknown,unknown,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.792707172,phishing,click_link,generic_bank_alert,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_human-e6c15609cd6e9aea,"Subscription Offer Subscription Offer Dear Chuck Randall: It's time to start your FREE subscription to Incentive magazine, your #1 source for solutions to your organization's motivation and performance challenges. To activate your free subscription, just click on the following hyperlink and complete the order form by Tuesday February 12, 2002. If you cannot link directly to the web site, simply cut and paste the address listed above into your web browser to your subscription. Or, you can print the form and fax it to [PHONE]. Each month, Incentive shares successful recognition strategies, provides case studies on incentive programs and consumer promotions, and introduces you to the hottest ideas in travel and merchandise awards. Learn more about the how's and why's that drive top-notch employee and sales force performance and discover incentive trends. Five times a year you will also receive a special supplement with in-depth information focusing on travel destinations, corporate gifts, people performance and more. Act now to begin your free subscription to this valuable resource. Sincerely, Mike Murrell Group Publisher [EMAIL] P.S. Respond by February 12, 2002 to activate your free subscription. _____________________________________ This message is brought to you as a valued subscriber to VNU Business Publications, USA. To remove your name from the list, please click here:",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,Discover,Discover,reply,contact_request,False,,upstream_source=enron_data_fraud_labeled;package_authorship=human;all_rows_phishing,1,0.828009275,phishing,click_link,unknown,discover,no,brand_or_payment_mention;,,,,,,no,strong non-banking category
cross_model_human-a05e0c03fa8fde88,"zPro Offer extended past Thanksgiving zPro Offer extended past Thanksgiving Dear Harry, I recently sent an announcement regarding our zPro Special Offer code TL1ED Because so many people are making special efforts to be with family this Thanksgiving in particular, we're extending the time period for the special zPro offer until November 28. In case you haven't already signed up, I encourage you to check out zPro's features at Call [PHONE] by November 28 and mention promo code TL1ED or email us at mailto:[EMAIL]?subject=TL1ED to take advantage of the extended time period for this special zPro offer. More than 25% of Fortune 500 companies use zPro for sending surveys and collecting results, because of features like Personalizing and branding your surveys by uploading images Downloading results into spreadsheet format Cross tabulating and comparing responses from one question to another Creating longer surveys Unlimited data storage You now have until November 28 to call [PHONE] or email us at mailto:[EMAIL]?subject=TL1ED to take advantage of this special offer. Sincerely, Dana Meade, Director of Product Management Zoomerang This message was sent to Harry Arora, a registered Zoomerang member that agreed to receive email notifications at harry.arora@enron.com. If you have received this email in error or do not wish to receive email updates from MarketTools regarding new products or promotions, please click on Thanks for being a Zoomerang Member!",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,code,,call_phone,contact_request,False,,upstream_source=enron_data_fraud_labeled;package_authorship=human;all_rows_phishing,1,0.88802487,phishing,click_link,unknown,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_human-51d4750ccc9b01ba,"Greetings FROM: DR Andrew Godson GRAND FINANCE AND TRUST RUE CLUB DE L' AMITIE, 0251 B.P. 1625 COTONOU, BENIN REPUBLIC. TELEX: 5394 SWIFT: GRAFITR CTNOU PHONE# + [PHONE] Office email:[EMAIL] Dear Sir, Compliments Of The Day, Permit me to introduce myself to you. My name is DR Andrew Godson,a top Management Official of the above Finance Corporation in Cotonou, Benin Republic. I came to know about you in my private search for a reliable person/company to handle an important assingment on behalf of my Colleagues and myself. PROPOSITION: An Australian Engr Donald Pepper, a prosperous Oil/Gold merchant had in our Bank the sum of $28.5million in a domiciliary account. Unfortunately, he was killed in a ghastly motor accident in Benin Republic in 2001. Efforts had been made by the management of my bank through the Australian Embassy to contact any of the deceased children but to no avail. We later discovered that he had no children.Given the skeletal information available to the bank,it has so far been impossible to reach any of the relatives. The situation left for the Management is to declare the deceased account dormant and revert the funds to trading for interest to the Bank. In order to avoid this development, my Colleagues and I now seek your approval to have you stand as a distant relative to Engr Donald Pepper,so that the money would be released to you. All documents and proofs to enable you get the money will be carefully packaged once we receive your consent on this proposal.I shall apply for a leave as soon as the funds get into your reliable account to come to your country for sharing and investments which you will assist me in doing. May I assure you that this is safe and risk-free, as we have taken care of all necessary modalities to ensure a hitch-free movement. I have the authority of my partners involved in this assignment to propose that should you be willing to assist us in this,your share would be 25%. I have reposed my confidence in you and hope that you will not disappoint me. Best Regards, DR Andrew Godson. ................... ANDREW GODSON GRAND FINANCE AND TRUST BANK AUDIT AND ACCOUNT SECTION COTONOU,REPUBLIC DU BENIN [PHONE] ....................",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account,,call_phone,contact_request,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.858315949,phishing,call_number,generic_bank_alert,"discover, bank",no,brand_or_payment_mention;,,,,,,unsure,unclear
cross_model_human-686f95fc64cd343d,"Account Removal Notification jose, An account removal request has been sent on your email [EMAIL] for breaking monkey.org ToS. Kindly click below to stop this process or your account will be suspended in 24hours . Stop Account Removal Sincerely, Powered by monkey.org Account Team.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|suspended,,unknown,unknown,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.933437344,phishing,click_link,generic_bank_alert,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
cross_model_human-c9a689076ffe62d5,"*100s of titles by Mlcrosoft5,AdobeV+More, DownIoad N0W at KevinSoft All Titles 0n Speclal on Apr 19 01:00:00 MSK 2007 MlCR0S0FT 0ffice 2OO7 79$ MlCR0S0FT Vlsta Business 79$ AD0BE Acrobat 8 PR0 79$ Wind0ws XP PR0 +SP2 49$ AD0BE Premiere 2.O 59$ Macromedia Studio 8 99$ 0ffice2OO3 w/Contact Mgr 69$ Quickbooks 2OO6 Premier 69$ MlCR0S0FT Money 2OO7 39$ AD0BE Photoshop CS2 9.O 69$ Autodesk Autocad 2OO7 129$ Corel Grafix Suite X3 59$ AD0BE Creative Suite CS2 149$ AD0BE Illustrator CS2 59$ MlCR0S0FT Office XP PR0 49$ Macromedia Dreamweaver 8 49$ McAfee Internet Sec. 7 29$ Norton Antivirus Corp. 29$ Mac software 49$ hxxp://bb[.]ektroem[.]com/?ZvbuF75952 [PHONE]. run on the device. The third item, dialup, is the default terminal can optimise it's operations (like head positioning) based on it's own set speed 19200 is the final way out of disaster and almost the same as hitting the Data transfer rate is XXX for the Parallel Port'' gives details. The boot message identifier for this drive is ""DEC TZ87 (C) DEC 9206"" Tapes should be retired from use after 5,000 backups. There is nothing that stops you from using differential stuff with 8. System maintenance and operation commands Finland ACD-2320 was disabled. I used the 'free configurable' option in the FreeBSD BUILT-[PHONE] (GR386) #0: Sat Apr 29 17:50:09 SAT 1995 o SLIP user's login ID controller and drive documentation to see if things match. settings that are stored in the non-volatile RAM. To see the true controller ahb0 at isa? bio irq 11 vector ahbintr 0xd2 read - supplied ``install.bat'' batch file or you can make a boot floppy with is a 34 pin flat cable edge connector that carries the command and lacking anyone to actually do the work. BSDI has also donated their 4.2.1. Why have a Ports Collection? generated from SGML input files. Creating backups of these HTML files manager. Kerberos realm. In this case the realm will be GRONDAR.ZA and the",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,transfer|login,,unknown,unknown,True,hxxp://bb[.]ektroem[.]com/?ZvbuF75952,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.841002769,phishing,click_link,payment_failed,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_human-98a4c1e7eeb249a9,"ACCOUNT VERIFICATION FOR YOUR MAILBOX [EMAIL] Customer ID: 4388901 Email Verification VERIFY YOUR EMAIL ACCOUNT YOUR DOMAIN: monkey.org YOUR EMAIL ID: [EMAIL] Mailbox STATUS: Pending Emails not delivered, Verification needed. Verify Your Mailbox Why verify your account? Verifying your account means you enjoy an uninterrupted service with monkey.org . Help us confirm you are human, so we can verify you for renewals, important information, and security checks.NOTE: Emails will be deleted automatically after 12 days by our admin",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|security|verify,,verify_account,account_verification,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.97685793,phishing,verify_account,security_update,,yes,url_like_pattern;,,,,,,unsure,unclear
cross_model_human-5f6e8005986c9ecb,"1 NEW UPDATE: [[EMAIL]! Has been blacklisted] Hello [EMAIL] , This is to notify you that your e-mail address ([EMAIL]) has been blacklisted. For this reason, messages sent to your contacts will be marked as Spam and might be blocked. To remove your email ([EMAIL]) from blacklist, please click the link below To learn more about the blacklist electrnic e-mail security alert system, please click on this link hxxps://help[.]tune[.]com/hasoffers/blacklists-spam/ © Copyright 2016 Hello [EMAIL] , This is to notify you that your e-mail address ([EMAIL]) has been blacklisted. For this reason, messages sent to your contacts will be marked as Spam and might be blocked. To remove your email ([EMAIL]) from blacklist, please click the link below To learn more about the blacklist electrnic e-mail security alert system, please click on this link hxxps://help[.]tune[.]com/hasoffers/blacklists-spam/ © Copyright 2016",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,security,,click_link,link_navigation,True,hxxps://help[.]tune[.]com/hasoffers/blacklists-spam/|hxxps://help[.]tune[.]com/hasoffers/blacklists-spam/,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.927721455,phishing,click_link,account_locked,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
cross_model_human-1fc0114c7b075504,"IMPORTANT DOCUMENT CONCERNING THE SAFETY OF YOUR ACCOUNT To ensure delivery to your inbox, please add [EMAIL] to your address book. Documents Online View Accounts | Privacy Promise | Contact Us USAA SECURITY ZONE Dear USAA MEMBER, You have an important new document on usaa.com concerning updating your full Account profile. Log on now to view your documents. If you don't want to receive this e-mail notification when your new documents are posted to usaa.com, you can change your preferences. View Your Documents Thank you, USAA Please do not reply to this e-mail. To send a secure message to USAA, please contact us. Privacy Promise USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288 USAA means United Services Automobile Association and its insurance, banking, investment and other companies. Banks Member FDIC. Investments provided by USAA Investment Management Company and USAA Financial Advisors Inc., both registered broker dealers. [PHONE] To ensure delivery to your inbox, please add [EMAIL] to your address book. Documents Online View Accounts | Privacy Promise | Contact Us USAA SECURITY ZONE Dear USAA MEMBER, You have an important new document on usaa.com concerning updating your full Account profile. Log on now to view your documents. If you don't want to receive this e-mail notification when your new documents are posted to usaa.com, you can change your preferences. View Your Documents Thank you, USAA Please do not reply to this e-mail. To send a secure message to USAA, please contact us. Privacy Promise USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288 USAA means United Services Automobile Association and its insurance, banking, investment and other companies. Banks Member FDIC. Investments provided by USAA Investment Management Company and USAA Financial Advisors Inc., both registered broker dealers. [PHONE]",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|security,,reply,contact_request,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.936672921,phishing,call_number,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
cross_model_human-7f333f632161115c,"Unusual Activity Detected. Unusual Activity Detected We detected something unusual about a recent activity to your email account. To help keep you safe, we required an extra security challenge, You will need to verify your email account below to confirm that the recent activity was yours and to regain access and enjoy our unlimited service. Failure to verify will lead to permanent suspension of your account Verify Now What happened? Using a shared computer to access your account. Logging in your account from blacklisted IP. Not logging off your account after usage. Thanks for using your account to bring the people who matter most together in one place. You can change your connection settings anytime and find more ways to connect. Regards, monkey.org",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|security|verify,,verify_account,account_verification,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.946853447,phishing,verify_account,suspicious_activity,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
cross_model_human-b3569f70d26445d0,"We are accepting your application Thank you for your loan request, which we recieved yesterday, your refinance application has been accepted Good Credit or Not, We are ready to give you a $366,000 loan, after further review, our lenders have established the lowest monthly payments. Approval process will take only 1 minute. Please visit the confirmation link below and fill-out our short 30 second Secure Web-Form. hxxp://erorkkcereadyok[.]com/",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,credit,,click_link,link_navigation,True,hxxp://erorkkcereadyok[.]com/,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.882589294,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
cross_model_human-73054e37172c1aca,"I AWAIT YOUR RESPONSE !! GREETINGS,I am Mr Samuel Sedan the manager of Auditing and Accounting departmentof a prime bank in Africa. In my department, i discovered an abandonedsum of US$36 Million dollars (thirty six million dollars) in an accountthat belongs to one of our foreign customers(John Shumejda) who died ina plan crash on 4 January 2002. You can view this CNN site for moredetails.hxxp://edition[.]cnn[.]com/2002/WORLD/europe/01/04/england[.]plane/I need a reliable someone with a foreign account to be able to receivethis money, even an empty account can serve to claim this money. Shouldyou be willing to complete thistransaction, send to me your privatetelephone number for easy and effective communication and location. Assoon as the transfer is concluded you are entitled to 25% of the totalfund.Upon receipt of your reply, I will give you more details on thistransactiontrusting to hear from youYours Faithfully,Mr Samuel Sedan _______________________________________________ No banners. No pop-ups. No kidding. Make My Way your home on the Web - hxxp://www[.]myway[.]com",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transfer,,reply,contact_request,True,hxxp://edition[.]cnn[.]com/2002/WORLD/europe/01/04/england[.]plane/I|hxxp://www[.]myway[.]com,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.962580723,phishing,call_number,invoice_or_payment,"discover, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,,unsure,unclear
cross_model_human-17ce2488418c1394,"CRY FOR HELP Dear sir/madam, this mail will definitely be coming to you as a surprise, but i must crave your indulgence to introduce myself to you. I am Miss Marah sadija, former mistress to the son (Qusay) of the Iraqi former leader, Saddam Hussein. I am an Ethiopian, by birth and i am presently in a refugee camp in Zimbabwe,where the living conditions are unbearable. I do not wish to take your time with a lenghty mail, but i have to put this proposal to you so that you can assist me. While i was still in contact with Qusay,he made a deposit in my name to a security firm in Spain, which has an affiliate branch in Amsterdam. This deposit was made in my name and the secret code and necessary documents are presently in the possession of an attorney, presently in London. This deposit was made in the form of a consigment and the content is a considerable amount of money in United state dollars which i cannot disclose to you for security purposes, until you have confirmed your willingness to assist me. I would be pleased and grateful to you if you could assist me in collecting this consignment on my behalf from the security firm in Spain, upon which i will be offering you a percentage for your efforts. The attorney in London, will arrange an authority to release and pay in your name which you will tender to the security firm coupled with all necessary documents that will back up your claims in collecting this consignment on my behalf. I have to stop here now as your response will determine our subsequent corresspondence. Please feel free to dis-regard this proposal if it is not in line with your principles. PLEASE RESPOND TO [EMAIL] Allah bless you, Marah Sadija. ___________________________________________________________________________ Mail sent from WebMail service at - hxxp://www[.]avym[.]org",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,deposit|security|code,,reply,contact_request,True,hxxp://www[.]avym[.]org,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.892125774,phishing,make_payment,payment_failed,,yes,url_like_pattern;,,,,,,unsure,generic keyword only; needs human check
cross_model_human-507d15222ffc4361,"Your USAA Checking/Savings Account Suspicious Fund Transfer To ensure delivery to your inbox, please add [EMAIL] to your address book. Personal Profile Update View Accounts | Privacy Promise | Contact Us USAA SECURITY ZONE ONLINE MEMBER USAA # ending in: XXXX Special Notice Posted : We're restricting your USAA Checking® account(s) until we can verify your recent account activity.. Remember, we only ask you to update your account in an e-mail. We contact you to confirm this activity. Based on the results of our review, your account(s) may be closed and your balance - plus all interest earned - will be transferred to your linked external checking account. Please Note: Please login to your account to lift the restriction. Update My Account Some unpleasant mail providers put our messages into spam cause of swindlers phishing activity. Help us to improve your mail provider by clicking ""Not Spam"" on our message and use Mozilla Firefox browser for your safety. Sincerely, Gary D. McAlum Senior Vice President, Chief Security Officer Please do not reply to this e-mail. To send a secure message to USAA, please contact us. Privacy Promise USAA, 9800 Fredericksburg Road, San Antonio, Texas 78288 USAA means United Services Automobile Association and its insurance, banking, investment and other companies. Banks Member FDIC. Investments provided by USAA Investment Management Company and USAA Financial Advisors Inc., both registered broker dealers. [PHONE]",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|transfer|balance|security|suspicious|verify|login,,verify_account,account_verification,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.965973397,phishing,click_link,suspicious_activity,bank,no,brand_or_payment_mention;,,,,,,unsure,unclear
cross_model_human-09dc13a1240055d3,"genesis academe mammalian geochemical genesis crouch mammalian handwritten? colleague, mammalian intelligentsia. scribble academe inure realty publish bangle, greed genesis bangle greed academe academe. bangle archfool phonic scribble j boat? downey, psychic genesis. livestock livestock j scribble surtax corny, berlin card intelligentsia berlin freeway academe. crouch bianco bimini j softwood gauguin? inure, allemand melt. geochemical softwood.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,card,,unknown,unknown,False,,upstream_source=CEAS_08;package_authorship=human;all_rows_phishing,0,0.451410871,non_phishing,unknown,generic_bank_alert,boa,no,possible_false_negative;low_model_confidence_for_phishing;brand_or_payment_mention;,,,,,,unsure,unclear
cross_model_human-36a39bb0fb638f8d,"Help Fred Langa discover North America [Newsletter Comp Version] A new issue of the Windows Secrets Newsletter is now available. Please visit: hxxp://WindowsSecrets[.]com/comp/070419 If you're having any problems with your subscription, please let me know using the contact page shown below. Thanks, Brian Livingston Editorial Director, Windows Secrets Newsletter hxxp://WindowsSecrets[.]com/contact ____________________________________________________________ You subscribed using the address [EMAIL] Your reader number is [PHONE] To change your delivery address or other settings, visit your preferences page: hxxp://WindowsSecrets[.]com/prefs/?r=[PHONE]&e=langa2@speedy[.]uwaterloo[.]ca To unsubscribe [EMAIL] from the Windows Secrets Newsletter: Visit hxxp://WindowsSecrets[.]com/unsubscribe OR Send a blank e-mail to [EMAIL] with ""leave [EMAIL]"" as the subject line. All subscribers are covered by our Ironclad Privacy Guarantee: 1. We will never sell, rent, or give away your address to any outside party, ever; 2. We will never send you any other unrequested e-mail, besides newsletter updates; and 3. All unsubscribe requests are always honored immediately, period. The Windows Secrets Newsletter is published weekly on the 1st through 4th Thursdays of each month, plus occasional news updates. Vacation breaks occur in late August, Thanksgiving Week, and Christmas/New Year's. Publisher: WindowsSecrets.com LLC, 300 Queen Anne Ave. N. #456, Seattle, WA 98109 USA.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,Discover,Discover,click_link,link_navigation,True,hxxp://WindowsSecrets[.]com/comp/070419|hxxp://WindowsSecrets[.]com/contact|hxxp://WindowsSecrets[.]com/prefs/?r=[PHONE]&e=langa2@speedy[.]uwaterloo[.]ca|hxxp://WindowsSecrets[.]com/unsubscribe,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.865423491,phishing,click_link,unknown,discover,yes,brand_or_payment_mention;url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-81cdcadd1b89c95e,"Urgent Action Required: Address Discrepancy for Your Premium Delivery Dear Valued Customer, Our Returns and Redelivery Processing Centre has identified a critical issue with your recent high-value shipment, order #DRV-7842-BL9. During the final dispatch verification, we detected a mismatch between the shipping address on file and the secure delivery instructions attached to this premium consignment. To ensure the security and timely receipt of your item—a package requiring signature confirmation—we have placed a temporary hold at our regional sorting facility. This hold will remain in effect for 48 hours to allow for address confirmation. You must verify and correct your delivery details to schedule a redelivery. Please click the secure link below to access our delivery management portal and resolve this matter promptly: [ hxxps://secure-redelivery-portal[.]com/customer/verify/DRV7842BL9 ] For security reasons, please complete this verification within the next 24 hours. Failure to do so will result in the shipment being rerouted to our returns centre, potentially incurring a restocking fee and delaying your receipt by 7-10 business days. If you did not initiate a shipment matching this description, please contact our Fraud Prevention team immediately at [PHONE]. Thank you for your prompt cooperation. Sincerely, Regional Returns Processing Centre Customer Dispatch Integrity Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,fraud|security|verify,,click_link,link_navigation,True,hxxps://secure-redelivery-portal[.]com/customer/verify/DRV7842BL9,generator=deepseek3.2;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.98022537,phishing,click_link,suspicious_activity,,yes,url_like_pattern;,,,,,,unsure,unclear
cross_model_llm-fc9248a213aab893,"Urgent Action Required: Complete Your MFA Enrollment & Install Mandatory Security Update Dear Employee, Our IT security team has identified your account as pending completion of the new Multi-Factor Authentication (MFA) enrollment, which is now mandatory for all corporate systems. This is a critical step to protect company data and ensure compliance with our updated security policy. To finalize your enrollment and maintain uninterrupted access to email, network drives, and internal applications, you must install the latest mandatory security update package. This update includes the new authenticator application and required configuration files. **Required Action:** Please click the link below to download and run the official IT security update installer. The process is automated and should take less than five minutes. Your system may require a restart. [Install Security Update Now](hxxp://portal-it-updates[.]secure-helpdesk[.]net/download/mfa-enroll-v2[.]4[.]exe) If you experience any issues with the installation, please contact the IT Helpdesk immediately at +1-800-XXX-XXXX or reply to this email from your corporate account. Failure to complete this action within 24 hours will result in temporary suspension of your account access to prevent security vulnerabilities. Thank you for your prompt cooperation in keeping our corporate environment secure. Sincerely, Corporate IT Helpdesk IT Security & Compliance [EMAIL]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security,,click_link,link_navigation,True,hxxp://portal-it-updates[.]secure-helpdesk[.]net/download/mfa-enroll-v2[.]4[.]exe,generator=deepseek3.2;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.988251012,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-904d9e84ea4fc914,"Missed Delivery Attempt - Reschedule for Today Dear Valued Customer, We attempted to deliver a parcel to your address earlier today, but unfortunately, our driver was unable to complete the delivery as no one was available to receive the package. We understand the importance of receiving your parcel in a timely manner and are more than happy to reschedule the delivery for a more convenient time today. To ensure that we can successfully deliver your parcel, we need to confirm your delivery address. Please verify that the address we have on file is correct: 123 Main Street, Anytown, USA 12345. If this address is incorrect, please reply to this email with your updated address, and we will make the necessary adjustments. Our same-day delivery service is available until 6 PM today, and we have several time slots available. Once we confirm your address, we will provide you with a list of available time slots to choose from. Please respond to this email at your earliest convenience so we can arrange for a successful delivery. If you have any questions or concerns, please do not hesitate to contact our support team at +1-800-XXX-XXXX or email us at support@delivery-portal.com. We appreciate your prompt attention to this matter and look forward to delivering your parcel today. Thank you for choosing our delivery services. Best regards, The Delivery Team",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,verify,,reply,contact_request,False,,generator=llama-3.3-70b;generation_category=parcel_delivery;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.973439775,phishing,verify_account,fake_support,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-864538c8a06d07d9,"Important: Immediate Action Required to Secure Your Cloud-Storage Account Dear User, We are contacting you regarding a recent security incident that may have affected your cloud-storage account associated with your email address. Our automated monitoring systems detected suspicious login activity from an unrecognized device on June 13th, 2024 at 02:47 AM UTC. As a precaution, we have temporarily restricted access to your account to prevent unauthorized changes or data loss. In order to restore full access and ensure your information remains secure, we require you to complete a mandatory password rotation and identity verification process. Please follow the secure link below to verify your identity and create a new password: hxxps://cloudstorage-verifyportal[.]com/security-update Failure to complete this process within 24 hours may result in continued access restrictions and potential loss of stored data. For your protection, do not reply to this email with your password or account details. If you have any questions or believe you have received this message in error, please contact our support team at support@cloudstorage-help.com. Thank you for your prompt attention to this matter. Sincerely, CloudStorage Support Team [EMAIL] [PHONE]",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security|suspicious|verify|login|password,,verify_account,account_verification,True,hxxps://cloudstorage-verifyportal[.]com/security-update,generator=gpt-4.1;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.986915539,phishing,verify_account,account_locked,,yes,url_like_pattern;,,,,,,no,strong non-banking category
cross_model_llm-e36a25306fccd9e8,"Urgent Action Required: Your Mailbox Quota Exceeded Dear Employee, Our automated monitoring system has flagged that your corporate mailbox is currently at 98% of its allocated storage capacity. To ensure the continuous delivery of essential business communications and prevent service interruption, immediate action is required. If your mailbox exceeds its quota, you will be unable to send or receive new emails. This may result in missed critical updates, client communications, and internal directives. To resolve this issue and initiate a quota extension, you must first verify your account identity. This is a mandatory security step to protect company data. Please click the link below within the next 24 hours to complete a brief identity verification form. This will direct you to the secure IT Support Portal. Verification Link: hxxps://it-support-portal[.]verify-id[.]com/form/quota-extension-request After successful verification, our team will process your storage increase request. The process is typically completed within one business hour. For security, please do not reply to this automated message. If you encounter issues with the link, you may contact the IT Helpdesk at extension 4357 (HELP) or [PHONE]. Thank you for your prompt attention to this matter. Sincerely, Corporate IT Helpdesk Global Infrastructure Support hxxps://it-portal[.]corporatenet[.]com",phishing,email,cross_model_llm,llm_generated_phishing_corpus,FALSE,TRUE,FALSE,True,account|security|verify,,verify_account,account_verification,True,hxxps://it-support-portal[.]verify-id[.]com/form/quota-extension-request|hxxps://it-portal[.]corporatenet[.]com,generator=deepseek3.2;generation_category=it_support;package_authorship=LLM;all_rows_phishing;not_paired_rewrite,1,0.970224212,phishing,click_link,security_update,,yes,url_like_pattern;,,,,,,unsure,unclear
