id,text,label,channel,source_dataset,source_type,is_human_written,is_ai_generated,is_ai_rewritten,is_banking_candidate,banking_keyword,brand_mentioned,requested_action,intent_type,has_url,url,notes,predicted_binary_label,phishing_probability,predicted_label,auto_requested_action,auto_intent_type,auto_brand_mentioned,auto_has_url_like_pattern,priority_reason,manual_banking_related,manual_requested_action,manual_intent_type,manual_brand_mentioned,manual_notes,strict_banking_related,strict_review_reason,label_norm
cross_model_human-bc6a03b7cdbeb339,"PLEASE REPLY TO: [EMAIL] DEAR FRIEND, I AM MR. ADAMA J.K KAMBORE, THE BILL AND EXCHANGE MANAGER AT THE FOREIGN EXCHANGE DEPARTMENT OF INTERNATIONAL BANK OF BURKINA (IBB) OUAGADOUGOU IN BURKINA FASO. WITH DUE RESPECT AND REGARDS, I HAVE DECIDED TO CONTACT YOU ON A BUSINESS TRANSACTION THAT WILL BE VERY BENEFICIAL TO BOTH OF US AT THE END OF THE TRANSACTION.DURING MY INVESTIGATION AND AUDITING IN MY DEPARTMENT, I CAME ACROSS A VERY HUGE SUM OF MONEY BELONGING TO A DECEASED PERSON, A FOREIGNER WHO DIED IN A PLANE CRASH WITH HIS INTIRE FAMILY. REPLY ONLY TO MY PRIVATE E-MAIL [EMAIL] ------------------------------------ THE FUND HAS BEEN IN HIS ACCOUNT WITH THE BANK WITHOUT ANY CLAIM OF THE FUND IN OUR CUSTODY EITHER FROM HIS FAMILY OR RELATION BEFORE OUR DISCOVERY TO THIS DEVELOPMENT. ALTHOUGH PERSONALLY, I KEPT THIS INFORMATION SECRET WITHIN MYSELF TO ENABLE THE WHOLE PLANS AND IDEA BE PROFITABLE AND SUCCESSFUL DURING THE TIME OF EXECUTION. THE AMOUNT INVOLVED IS USD$10.500,000 (TEN MILLION FIVE HUNDRED THOUSAND U.S DOLLARS.) MEANWHILE THE WHOLE ARRANGEMENT AND DIRECTIVES NEEDED TO PUT CLAIM OVER THIS FUND AS THE NEXT OF KIN TO THE DECEASED, WILL BE FORWARD TO YOU UPON YOUR ACCEPTANCE. INFORMATION WILL BE RELAYED TO YOU AS SOON AS YOU INDICATE YOUR INTEREST AND WILLINGNESS TO ASSIST ME AND ALSO BENEFIT YOURSELF TO THIS GREAT BUSINESS OPPORTUNITY. YOU CAN SEE THE WEBSITE BELOW COVERING THE PLANE CRASH BY CNN & BBC NEWS. hxxp://www[.]cnn[.]com/2003/WORLD/africa/12/26/benin[.]crash hxxp://news[.]bbc[.]co[.]uk/2/hi/africa/3348109[.]stm I WILL NOT FAIL TO INFORM YOU THAT THIS TRANSACTION IS 100% RISK FREE. ON SMOOTH CONCLUSION OF THIS TRANSACTION, YOU WILL BE ENTITLED TO 40% OF THE TOTAL SUM WHILE 60% WILL BE FOR ME. YOU HAVE BEEN ADVISED TO KEEP TOP SECRET AS I AM STILL IN SERVICE AND INTEND TO RETIRE FROM SERVICE AFTER I CONCLUDE THIS DEAL WITH YOU. I WILL BE MONITORING THE WHOLE SITUATION HERE IN THE BANK UNTIL YOU CONFIRM THE MONEY IN YOUR ACCOUNT AND ASK ME TO COME DOWN TO YOUR COUNTRY FOR SUBSEQUENT SHARING OF THE FUND ACCORDING TO PERCENTAGES PREVIOUSLY INDICATED AND FURTHER INVESTMENT, EITHER IN YOUR COUNTRY OR ANY OTHER COUNTRY YOU MAY ADVICE ME TO INVEST IN. ALL OTHER NECESSARY INFORMATION WILL BE SENT TO YOU WHEN I HEAR FROM YOU. I SUGGEST YOU GET BACK TO ME AS SOON AS POSSIBLE STATING YOUR WISH IN THIS DEAL. PLEASE REPLY TO MY PRIVATE E-MAIL [EMAIL] BY INDICATING YOUR BANK ------------------------------------- ACCOUNT DETALS WHERE THE FUND WILL BE TRANSFERED TO. ALSO, SEND ME YOUR PRIVATE PHONE NUMBER FOR EASY COMMUNICATION. BEST REGARD, MR. ADAMA J.K KAMBORE. _________________________________________________________________ Don't just search. Find. Check out the new MSN Search! hxxp://search[.]msn[.]click-url[.]com/go/onm00200636ave/direct/01/",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transaction,,verify_account,account_verification,True,hxxp://www[.]cnn[.]com/2003/WORLD/africa/12/26/benin[.]crash|hxxp://news[.]bbc[.]co[.]uk/2/hi/africa/3348109[.]stm|hxxp://search[.]msn[.]click-url[.]com/go/onm00200636ave/direct/01/,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.98209158,phishing,click_link,invoice_or_payment,"discover, bank",yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-ca6cc8f93e112a99,"Attention:Sir/Madam, Attention:Sir/Madam, Do accept my sincere apologies if my mail does not meet your personal Ethics. I introduce myself as Mr Greg Kenn a staff in the accounts management Section of a well-known bank here in the United Kingdom.One of our accounts with holding balance of Â£15,000,000 (Fifteen Million British Pounds) has been dormant and last operated in the past 3 years. >From my investigations and confirmations, the owner of this account is a Foreigner by name Gerald Stone died on the 4th of January 2002 on a plane crash in Birmingham here in UK.Since then nobody has done anything as regards the claiming of this money as he has no family Member who is aware of the existence of either the account nor the Funds. Information from the National Immigration also states that he was single on entry into the UK. I have confidentially discussed this issue with some of the bank officials and we have agreed to find a reliable foreign partner to deal with. We thus propose to do business with you,standing in as the next of kin of these funds from the deceased and funds released to you after due processes have been followed.This transaction is totally free of risk and troubles as the fund is Legitimate and does not originate from drug, money laundry,terrorism or any other Illegal act. On your interest, let me hear from you. Regards, Mr Greg Kenn _______________________________________________________________________________________ Aqueca o seu Inverno com o credito pronto a usar! Saber mais em hxxp://www[.]iol[.]pt/correio/rodape[.]php?dst=0701181",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transaction|balance,,unknown,unknown,True,hxxp://www[.]iol[.]pt/correio/rodape[.]php?dst=0701181,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.9192615,phishing,unknown,invoice_or_payment,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-a4db9c0fa393b45b,"=?UTF-8?Q?Wir_haben_ungew=C3=B6hnliche_Aktivit=C3=A4ten_festgestellt!?= PayPal Wir haben ungewöhnliche Aktivitäten festgestellt! Wir benötigen Ihre Hilfe bei der Sicherung Ihres Kontos, um unbefugten Zugriff zu verhindern. Zu Ihrer Sicherheit kann Ihr Konto einige Einschränkungen aufweisen, bis Sie Maßnahmen ergreifen. Wir werden Ihr Konto nach 1 Tag (24 Stunden) schließen und Sie werden dauerhaft von unserer Website gesperrt. Alles Wir benötigen Ihre Hilfe bei der Sicherung Ihres Kontos, um unbefugten Zugriff zu verhindern. Klicken Sie zu Ihrer Sicherheit auf Mein Konto sichern, um Ihre Informationen zu bestätigen. Mein Konto sichern h1 {text-align:left} p {text-align:left} img.center { display: block; margin-left: auto; margin-right: auto; } PayPal Wir haben ungewöhnliche Aktivitäten festgestellt! Wir benötigen Ihre Hilfe bei der Sicherung Ihres Kontos, um unbefugten Zugriff zu verhindern. Zu Ihrer Sicherheit kann Ihr Konto einige Einschränkungen aufweisen, bis Sie Maßnahmen ergreifen. Wir werden Ihr Konto nach 1 Tag (24 Stunden) schließen und Sie werden dauerhaft von unserer Website gesperrt. Alles Wir benötigen Ihre Hilfe bei der Sicherung Ihres Kontos, um unbefugten Zugriff zu verhindern. Klicken Sie zu Ihrer Sicherheit auf Mein Konto sichern, um Ihre Informationen zu bestätigen. Mein Konto sichern",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,PayPal,PayPal,unknown,unknown,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.52111172,phishing,make_payment,unknown,paypal,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-10ef6da82c752d0c,"VERIFICATION OF YOUR PAYMENT, DR.DON MIGINIS THE DEPUTY GOVERNOR, INTERNATIONAL OPERATION DEPT. CENTRAL BANK OF NIGERIA (CBN) DEAR BENEFICIARY, VERIFICATION OF YOUR PAYMENT FILE. FROM THE RECORDS OF OUTSTANDING CONTRACTORS,YOUR FUNDS ARE DUE FOR IMMEDIATE PAYMENT WITH THE FEDERAL GOVERNMENT OF NIGERIA, YOUR NAME/PARTICULARS WAS DISCOVERED AS NEXT ON THE LIST OF THE OUTSTANDING PAYMENTS WHO HAVE NOT YET RECEIVED THEIR PAYMENTS. I WISH TO INFORM YOU THAT YOUR PAYMENT IS BEING PROCESSED AND WILL BE RELEASED TO YOU AS SOON AS YOU RESPOND TO THIS LETTER. ALSO NOTE THAT FROM THE RECORD IN OUR FILES YOUR OUTSTANDING PART PAYMENT IS US1,700,000.00 (ONE MILLION SEVEN HUNDRED THOUSAND UNITED STATES DOLLARS). KINDLY RE-CONFIRM TO ME THE FOLLOWINGS: 1) YOUR FULL NAME. 2) PHONE, FAX AND MOBILE #. 3) COMPANY NAME, POSITION AND ADDRESS. 4) PROFESSION, AGE AND MARITAL STATUS. AS SOON AS THIS INFORMATION IS RECEIVED, YOUR PAYMENT WILL BE MADE TO YOU IN A CERTIFIED BANK DRAFT OR WIRED TO YOUR NOMINATED BANK ACCOUNT DIRECTLY FROM CENTRAL BANK OF NIGERIA. YOU CAN MAIL ME ON MY DIRECT MAIL ADDRESS AS SOON AS YOU RECEIVE THIS MEMO FOR FURTHER DISCUSSION. REGARDS, DON MIGINIS DGCBN",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|payment,,call_phone,contact_request,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.929370984,phishing,verify_account,generic_bank_alert,"discover, bank",no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-02e6a430c3c7769d,"Job Offer Dear Friend, How are you doing? I would be very interested in offering you a part-time paying job in which you could earn a lot. My name is Kenneth Scott and I am 42 years of age. I just resigned my job as a research scientist at Asia Agricultural research Institute in Malaysia and I now work as a freelance consultant for the institute which gives me very much time to do my own work which is basically being a freelance researcher who could be employed by research institutes to do research projects anywhere in the world. Currently, I have just been granted a funding to head a research project in the tropical regions of Asia regarding rare and vulnerable plant species and this would be commencing very soon. This research program will be funded and sponsored by some of my counterparts in your country. But the only set back is that my associates want to make payments for the research in form of bank transfer or Check only. WHAT I NEED YOU FOR? At this point, I will be glad if you could work with me as my representative in your country. You will be working as my payment assistant in charge of collecting the Funds from my Associates. Since they will be making the payment form of bank transfers/Check to you in your country, you will be collecting this payments and cashing them on my behalf. On agreement to been my representative, you will receive a commission of 10% of whatever amount of payment you receive from my associates. JOB DESCRIPTION? 1. Receive payments from My Clients/Associates through bank transfers or check. 2. Cash the Payments at your Bank. 3. Deduct 10% which will be your commission/percentage on Payment processed. 4. You are to remit the balance via Money Gram or Western ADVANTAGES? You don't have to go out of your present daily activity in order to engage in this Job(i.e. you can do this Work easily without leaving or affecting your present Job).You will work as an independent contractor right from your home /office. Your job is absolutely legal. You do not need any capital to start (non of your personal funds is needed). To indicate your interest in this pending project, i will like you to provide all this information before we can commence on this pending projects. NAME ADDRESS STATE CITY ZIP CODE PHONE NUMBER: AGE GENDER OCCUPATION ALL REPLIES TO BE SENT TO : [EMAIL] Regards, Dr. Kenneth Scott",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|payment|transfer|balance|code,,call_phone,contact_request,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.866630521,phishing,call_number,invoice_or_payment,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-5b0cdeed30174fce,"From:Mr.Kenneth Mashaba Email:[EMAIL] Tel:[PHONE] Fax:[PHONE] Attn:Sir/Madam, I feel quite safe dealing with you in this important business. I choose to reach you through this medium because it still remains the fastest medium of communication. However, this correspondence is unofficial and private, and it should be treated as such. At first I will like to assure you that this transaction is 100% risk and trouble free to both parties. My name is Mr.Kenneth Mashaba , the chief Financial officer of one of the commercial bank in Johannesburg South Africa. There is an account that has not been operational for the past Fifteen years as the owner died leaving nobody as the next of kin. My bank shall confiscate the amount in the account US$12Million (Twelve Million United States Dollars) by the end of next month if we are not able to track anyone that knows the beneficiary. I want to present you as the next of kin to the former holder of the account to enable our bank legitimately transfer the sum to your overseas account. If you are interested please get back to me together with your personal details through my private email above and I will furnish you with the details that you need to know and the procedure about this transaction.Please get back to me immediately on this so that we act fast and get the money transferred into your overseas account without any delay. Finaly, if you know that you are not willing and capable to handle this transaction please do not reply, but if you know that you are willing and capable to handle this transaction go ahead and send me your personal information to enable us proceed. I await your urgent Response. Sincerely, Mr.Kenneth Mashaba",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transaction|transfer,,transfer_money,financial_transfer,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.925724533,phishing,call_number,payment_failed,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-f9695403cae3255e,"unaware from Togo ATTENTION:PLEASE, I am sorry at the perceived confussion you may have by receieving this letter from me since we have not previously met.To be precise I AM Chief Security Officer to Mr,GNASSINGBE EYADEMA, the formerTOGOLAISE president of TOGOLAISE and also the former ECOWAS' Chaiman, I am a citizen of Togolaise and my name is Mr. Jones.Kajeta, I was in charge of ammunition in our country. There was money maped out by the Togolaise President of Mr Eyadma Gnassingb to buy ammunition Enquipments unfortunately and very surpirsed that after few days the presidnet death and the money was not used again. This money is in my possesion right now. The sum of $14.300) fourten million three thousand usa dollars) which was meant for purchase of ammunition but was not used for that purpose as a result of unpredictable death of Mr, GNASSINGBE EYADEMA during his government in our country Togo. I am explaining the source of this money to you so that you will understand the source of the $ 14.300) Million which I deem that it will be good for me and you to invest this money in your country on profitable business in your country. That is why I am soliciting for a reliable and trustworthy foreigner like you to help me accomodate this money in your account. This money was deposited in a security company in ABIDJAN capital city of COTE D' IVOIRE by my instruction through diplomatic means. The document that is backing the deposit of US$ 26.700) million are currently with me as the chief security officer to Mr Eyadma Gnassingb At this junction I can not disclose the security's company 's name to you until you accept my proposal for security reasons. (1) What I need from you is to help me claim this money (usa 14.300) MILLION) from the security company as my foreign partner. (2)You are entittled to 20% of the 14.300 )Milllion as your share for your assistance. (3) 5% will be map out for miscelleneous expenses during the transaction. (4)And 75%will be for me Mr.Jones.KajetaI have all necessary legal documents from the security company where I lodged this money to back-up your claim for this money. All I require is your Honesty and cooperation to enable this deal succeed. I guarantee that this will be executed under a legitimate Arrangement that will protect you from any breach of the Law. Please get in touch with my email [EMAIL] and send to me your Telephone and fax numbers to enable us further this Transaction. Iam sending with this message an attachment documents of the money before the deposition with the security company. Your's Truely, Mr. Jones Kajeta. N.B:LOME, capital of TOGOLAISE. --------------------------------- Find your next car at Yahoo! Canada Autos",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|transaction|deposit|security,,unknown,unknown,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.954850152,phishing,call_number,security_update,"chase, citi",no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-50e75c7450660737,"Partnership Proposal!!! >From Mr. A. B. Solarino Treat With Utmost Confidentiality Dear Friend, I apologized using this medium to reach you for a deal like this, since you do not know me before. This is due to Confidentiality. I got your contact details from your company website on the internet. After going through you company information I decided to contact you believing that we can both work in hands to achieve this goal. As stated above, I am Mr. Alexandro Benjamino Solarino the Chief auditor Department of Mineral Resources FALKLAND ISLAND SOUTH ATLANTIC. I will be grateful to have you as my foreign partner to enable us carry out a deal of Eight million two hundred thousand Great Britain Pounds (£8,200,000.00). I know you will be very astonished on how I got this money and why I choose you to carry out this deal with you or how we will be able to carry out this deal as it involve a lot of money. Well since I need a partner outside my country and outside the UK that will receive the transfer of these funds from here, I have to look for someone abroad for security reasons. Since I do not have any body overseas then I decided to search on the internet and since you are the first person I am contacting in this regards I sincerely hope that you will not turn me down. I have already made all arrangement to successfully execute this deal without any problem on your side and mine. Also the transfer of the funds will be made through Telegraphic Bank to bank transfer so you have nothing to worry about as all documentation will be made legal. All I need from you is your total support, trust, honesty and confidentiality. Once the transfer of the funds is successfully made to your account abroad after your government has taken their taxes from the total amount, 40% of the remaining amount will be for you while 60% will be for me. I will give you more breakdown as soon as soon as I hear from you. Feel free to reach me on [PHONE]. Yours Faithfully, Mr. A B Solarino",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transfer|security,,transfer_money,financial_transfer,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.862975511,phishing,call_number,payment_failed,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-5bc732846d1091e7,"GOOD DAY Greeting, Sir, I am contacting you believing you are a honest and trustworthy person.I believe you will not betray the confidence I am willing to repose in you, for me to have contacted you even though we've not met before. My name is Hassan diouf,the only son of late Mr.Mohammed Diouf who was the chairman /President/CEO,Cacao-Cafe & Agro-Alimentary industries plc.SCAFECAO)""Bouake"" and ex-owner of Polyclinic LA-MADONNE, of the Republic of Cote d'Ivoire. You can find the story on this website:hxxp://news[.]bbc[.]co[.]uk/2/hi/africa/2269238[.]stm On 19th of September 2002,a group of so called rebels took over the city of Bouake to over-throw the Government of Mr.Laurent Gbagbo the President of Cote d'Ivoire. On the 20th day morning at about 4:18am some fractions of the same group of rebels break into our house and killed our security guard and pass-through the gate entrance to the main building and took my father away to an un-known destination. After about four hours later we found him (my father) at the road side, by then he had been totally beaten and was bleeding to death lying in the pool of his own blood. From there, we rushed him to a near by hospital and hours later he sent for my mother. So he told her that he can not make it from the doctors diagnosis, he also told her that it was because he (my father) was not from the northern part of the country that he has been treated this way and also being a political activist. And again he said he is suspecting some of his business partners for conspiracy and this sort of brutality. He also told my mother that he deposited a huge amount of money i.e US$ 10.5million dollars(Ten million five hundred thousand us dollars only) into a Bank in the Capital city of Dakar Senegal he also told my mother where he kept the whole documents concerning this deposit that is made for investment purpose in the western world. That same day, he (my father) gave up the ghost. Then with the help of the French soldiers, we escaped to Senegal, where we are now. I am now contacting you believing you are honest and trustworthy to help us to receive the money in your account for investment, I and my mother has decided in compensating you 30%of the total amount for your assistance . Please do take your time to go through the mail and get back to us, so that I will simply introduce you to the Bank where the fund are being kept now for onward transfer. So you can contact me through my alternate email adress for security reason. Email [EMAIL] am waiting for your response. Thanks and God bless. Hassan Diouf . For the Family's",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transfer|deposit|security,,unknown,unknown,True,hxxp://news[.]bbc[.]co[.]uk/2/hi/africa/2269238[.]stm,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.908221692,phishing,call_number,security_update,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-cf25cb744e25376f,"Mr.Raymond West Dear Friend, I discovered a dormant account in my office,as the auditor of my bank. It will be in my interest to transfer this fund worth Twenty Million dollars Sterling {U. S.$20,000,000.00). in an account offshore. If you can be a collaborator/partner to this please indicate interest immediately for us to proceed. Remember this is absolutely confidential, as I am seeking your assistance as the beneficiary of this unclaimed funds. since we are not allowed to operate a foreign account,Your contact phone numbers and name will be necessary for this effect, I have reposed my confidence in you and hope that you will not disappoint me. I Look forward to your earliest reply through my private email at: [EMAIL] MY Regards, Mr.Raymond West Auditor.",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|transfer,,call_phone,contact_request,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.919372502,phishing,call_number,invoice_or_payment,"discover, bank",no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-1e12c1bc96afd525,"Government Foreclosures from $10,000 You registered to receive this and similar offers from on . GET THE BEST DEAL ON A NEW HOME We have great deals on forec l o s e d homes. You could find a beautiful home that has been seized by the Government, repossessed by a bank or put up for auction. All at HUGE SAVINGS, up to 50%. You can find homes priced priced as low as $10,000. Search your area today! hxxp://ekwtuabbsp[.]networkmortgagegroup[.]com/t/l?h4-qiw-1-ko9-678d Sincerely, Chris Jenkins [EMAIL] To unsubscribe, click: hxxp://ekwtuabbsp[.]networkmortgagegroup[.]com/t/l?h4-qiw-2-jk3-678d Copyright HUDforeclosed 5706 Corsa Avenue, Westlake Village, CA 91362 678d If you no longer wish to receive these commercial emails, you may remove yourself from our mailing list by clicking here hxxp://ekwtuabbsp[.]networkmortgagegroup[.]com/remove?r[.]Devine[.]12-9113ad3-1eb4[.]speedy[.]uwaterloo[.]ca[.]-producttestpanel?r click here or by calling our unsubscribe hotline at [PHONE]. Please note this phone number is used solely for unsubscribe requests. Please allow up to five business days for your request to be processed. You may also contact us by writing to us at our postal address: Montague| 9600 Great Hills Trail, Suite 150 W| Austin, TX [PHONE] x262 3830 Forest Drive, Suite 207 Columbia , SC 29204 USA",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank,,call_phone,contact_request,True,hxxp://ekwtuabbsp[.]networkmortgagegroup[.]com/t/l?h4-qiw-1-ko9-678d|hxxp://ekwtuabbsp[.]networkmortgagegroup[.]com/t/l?h4-qiw-2-jk3-678d|hxxp://ekwtuabbsp[.]networkmortgagegroup[.]com/remove?r[.]Devine[.]12-9113ad3-1eb4[.]speedy[.]uwaterloo[.]ca[.]-producttestpanel?r,upstream_source=TREC-07;package_authorship=human;all_rows_phishing,1,0.884969171,phishing,click_link,generic_bank_alert,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-aba391f930e7ab9f,"BUSINESS RELATIONSHIP Dr Martins Awele Fax: [PHONE] Lagos-Nigeria Dear Sir/Madam I am Dr Martins Awele Chairman of the Tender Committee of the Nigerian National Petroleum Corporation (NNPC). My Committee is principally concerned with payment of all contract awarded from 1999 to date, in order of priority as regard capital projects of the NNPC. The information we gathered from the Foreign Office of the Nigeria Chambers of Commerce and Industries is so positive as to convince us that you would provide us with solution to a money transfer deal valued at Thirty One Million United States Dollars and subsequently a joint business venture. In the course of our duties as values, and project inspectors for the on-going liquefied Natural Gas (LNG) project, we have over-invoiced the value of somejobs done by foreign contractors for the NNPC to the tune of US$31M. As follows: - Computer optimization and Installation $16,[PHONE] Installation of 250,000.00 Monax Turbine$10,[PHONE] Turn Around Maintenance $5,000,000.00 Our aim of over-invoicing this payment is to divert the excess amount to a discrete account abroad. This fund is now floating in suspense account at the Central Bank of Nigeria (CBN). This is the fund my colleagues and I have decided to transfer into your account since we, as civil servants are not allowed to operate or own foreign account. The money will be shared as follows after transfer:30% for you (Account Owner) 60% for me and my colleagues 10% to off-set both local and international expenses thatWould be incurred in the course of this transaction. To be able to claim the funds, we will be purporting your company to be the original contractor / beneficiary of the funds so all procedures for international transfer shall be strictly followed,as we have worked out all modalities for a swift and riskfree transfer. If this proposal satisfies you, please contact me via E-mail OR fax number [PHONE] with the following important information. Bank Name / Address Account Name Account Number and your Personal Phone / Fax Numbers for easy communication. This transaction will last for 14 working days from the time we submit the required information, as all modalities concerning this transaction have been worked out and it is completely risk free. Please be informed that this subject is classified sensitive. Therefore treat the transaction with utmost confidentiality and urgency. Yours Faithfully, Dr Martins Awele __________________________________________________ Broadband from an unbeatable 15.99! hxxp://www[.]tiscali[.]co[.]uk/products/broadband/home[.]html?code=SM-NL-11AM",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|account|payment|transaction|transfer|code,,transfer_money,financial_transfer,True,hxxp://www[.]tiscali[.]co[.]uk/products/broadband/home[.]html?code=SM-NL-11AM,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.974469047,phishing,call_number,invoice_or_payment,bank,yes,brand_or_payment_mention;url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-2693c20a5a6033b3,"This Message is for your Financial Prosperity FROM; MRS. ERRY HERYATI TELEFAX N�: [PHONE] EMAIL: [EMAIL] UNITED KINGDOM. I have access to an amount in excess of US$6.5 M, which I seek your partnership in accommodating for me. You will be rewarded with 30% of the total sum for your partnership. Can you be my partner on this? I am Mrs. ERRY HERYATI (an Indonesian by birth), I am the personal secretary to Mr. Alexei Pichugin who was the former security Chief of YUKOS OIL company of Russia (Russian Most Largest Oil Company), but unfortunately he was charged on fake charges and has just been sentenced to 20 years imprisonment for murder he did not commit and is still facing new charges in Russia. Until recently I was living in Moscow, but had to relocate and go into exile in London where I am currently recovering from the injuries inflicted on me during the raiding of our offices in Moscow and Samara, Penza, Voronezh, Orel, Bryansk, Tambov, Lipetsk, and Ulyanovsk Regions of Central Russia. Since the Russian government's attacks started on our company - Yukos Oil Co., my life has been thrown into severe mystery, I lost all I had, and today, I am in a secret private home recovering from very fatal injuries and I have lost my ability to talk and to hear clearly based on the severe torture I underwent in the hands of agents of state. The document of the above funds in question was handed over to me by Mr. Alexei Pichugin to be used in payment for his last oil deal with Yukos Oil Co. Already the funds have been deposited with a prime Bank where the final crediting is expected to be carried out. While I was on this process, my boss, Mr. Alexei Pichugin got arrested for his involvement in politics which poses treat to President Vladimir Putin second tenure as Russian president. All I need from you is to stand as the beneficiary of the above quoted sum and I will present to you the documentation which will enable this prime Bank transfer the sum to you. I have decided to use my share of this funds to invest and relocate to your country so we need to conclude in the shortest possible time. You can only reach me through this dedicated fax number in South London where I am hiding in exile as all phones calls to the residence where I am are bugged and been monitored, the fax number is: [PHONE] or email address- [EMAIL], I will not be able to speak with you on phone for now as I found it difficult to speak, but you can always drop a voice message on this number and I will get back to you either by fax or email. As soon as I get your willingness to cooperate with me I shall give you more details. Thank you very much and God bless you. MRS. ERRY HERYATI",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,bank|payment|transfer|security,,call_phone,contact_request,False,,upstream_source=Nigerian_Fraud;package_authorship=human;all_rows_phishing,1,0.911109041,phishing,call_number,security_update,bank,no,brand_or_payment_mention;,,,,,,yes,strong banking/payment-account indicators,phishing
cross_model_human-6eb18ee30453c8c4,"Payment Schedule wellsfargo.com Payment scheduled. This is to inform you that a payment was scheduled from your account. Here are the details. Account Number: XXXXXX6146 Transaction Date: 12/24/2018 Amount: $510.73 ABOUT THIS ALERT: You have made a payment from your account to the above account. If you think this was an error, cancel payment now and review your account information. wellsfargo.com | Fraud Information Center Please do not reply to this automated email. Sign on to send a secure email. [PHONE]-f110-4b70-9054-8798fc4a1723 wellsfargo.com Payment scheduled. This is to inform you that a payment was scheduled from your account. Here are the details.Account Number: XXXXXX6146 Transaction Date: 12/24/2018Amount: $510.73 ABOUT THIS ALERT: You have made a payment from your account to the above account. If you think this was an error,cancel payment now and review your account information. wellsfargo.com | Fraud Information Center Please do not reply to this automated email. Sign on to send a secure email. [PHONE]-f110-4b70-9054-8798fc4a1723",phishing,email,cross_model_human,human_phishing_corpus,TRUE,FALSE,FALSE,True,account|payment|transaction|fraud,,reply,contact_request,False,,upstream_source=Nazario;package_authorship=human;all_rows_phishing,1,0.913779813,phishing,call_number,suspicious_activity,,yes,url_like_pattern;,,,,,,yes,strong banking/payment-account indicators,phishing
